corp_code,corp_name,corp_eng_name,stock_code
00147152,유니크,UNICK CORPORATION,011320
00977377,에이비온,ABION Inc.,203400
00494546,오비고,Obigo Inc.,352910
00493501,씨디네트웍스,"CDNetworksCo.,Ltd.",073710
00267979,한일화학,"HANIL CHEMICAL IND. CO.,LTD",007770
00530121,디에스케이,"DSK Co.,Ltd.",109740
00166272,화승코퍼레이션,"Hwaseung Corporation CO., LTD ",013520
00659815,금오하이텍,"KUMO HITEC. CO., LTD",165270
00117072,동양건설산업,DONGYANG ENGINEERING @ CONSTRUCT CORP.,005900
00107303,피엔에스커튼월,"PNS CURTAINWALL CO., LTD",033220
00393618,제노텍,GENOTECH CORP.,066830
01022902,애드바이오텍,"ADBIOTECH Co.,Ltd.",179530
00350738,제네시스디벨롭먼트홀딩스,"Tera Resource Co., Ltd.",053320
00133715,대주코레스,"KORES CO.,LTD",008340
00946030,로보티즈,ROBOTIS,108490
00122728,범양사,"Pumyang Co., Ltd.",002480
00123967,부산도시가스,"BUSAN CITY GAS CO.,LTD",015350
00108649,TPC,TPC Mechatronics Corporation,048770
00231044,우리기술,"Woori Technology, Incorporation",032820
00609324,뷰웍스,"Vieworks Co., Ltd.",100120
01429840,아이티아이즈,ITEYES Inc.,372800
00143794,원림,WONLIM CORPORATION,005820
01267222,캐리소프트,"CARRIESOFT Co., Ltd.",317530
00162780,한일건설,"HANIL ENGINEERING & CONSTRUCTION CO.,LTD.",006440
00183215,케이디지엠텍,"alti-electronics co., ltd.",032290
00175650,케이씨더블류,Kyung Chang Wiper Corporation,068060
01139497,에스제이켐,"SJ-CHEM Co., Ltd.",217910
00860730,에이리츠,A SELF-ADMINISTERED REAL ESTATE INVESTMENT TRUST INC.,140910
01359736,프로이천,"PRO2000 CO.,LTD.",321260
00145260,율촌화학,"YOULCHON CHEMICAL CO.,LTD",008730
00118965,티에이치엔,THN CORPORATION,019180
00125488,삼륭물산,Samryoong,014970
00687711,한국철강,KISCO Corp.,104700
00260879,카페24,Cafe24 Corp.,042000
00861100,아이케이세미콘,"IK Semicon Co., Ltd.",149010
00304915,코리아에셋투자증권,"KOREA ASSET INVESTMENT SECURITIES CO.,LTD.",190650
00362159,웰크론,Welcron Company Limited,065950
01235296,셀리드,"Cellid Co., Ltd.",299660
01066058,파마리서치바이오,"PHARMARESEARCH BIO Co., Ltd.",217950
01303029,알비더블유,RBW Inc.,361570
01293388,무진메디,"Moogene Medi Co., Ltd.",322970
01311286,퀀타매트릭스,QuantaMatrix Incorporated,317690
00606886,엔지켐생명과학,ENZYCHEM LIFESCIENCES CORPORATION,183490
01394377,이지스밸류플러스리츠,"IGIS Value Plus REIT Co., Ltd.",334890
00118008,동원금속,"DONGWON METAL CO.,LTD",018500
00561732,아스플로,"ASFLOW CO.,LTD.",159010
00132354,쿠쿠홀딩스,"Cuckoo Holdings Co.,Ltd",192400
00218052,국제엘렉트릭코리아,"Kook Je Electric Korea Co., Ltd",053740
00595243,엔스퍼트,Enspert. Inc.,098400
00133238,성지건설,"SUNGJEE CONSTRUCTION CO.,LTD",005980
00417167,풍원정밀,"POONGWON PRECISION Co.,Ltd.",371950
00631837,안트로젠,"ANTEROGEN CO., LTD.",065660
00914040,씨엠에스에듀,"CMS Edu Co., Ltd.",225330
00159254,한국전자홀딩스,"KEC HOLDINGS CO.,LTD",006200
01395279,하나금융14호기업인수목적,Hana Financial Fourteen Special Purpose Acquisition Company,332710
01414361,에스케이제5호기업인수목적,SK NO.5 SPECIAL PURPOSE ACQUISITION,337450
01414936,에스케이제6호기업인수목적,SK NO.6 SPECIAL PURPOSE ACQUISITION COMPANY,340350
00367385,효성오앤비,"HyosungONBCo.,Ltd",097870
00632793,전진바이오팜,"JEONJINBIO CO., LTD.",110020
01366824,제이엠멀티,JM-MULTI,254160
00168401,금비,"KUMBI CO.,LTD",008870
00142591,셰프라인,CHEFLINE CORP,012250
01407909,원텍,"WON TECH CO.,Ltd.",336570
01390876,상상인이안제2호기업인수목적,Sangsangin Ian No.2 Special Purpose Acquisition Company,329560
00648721,SNT에너지,"SNTEnergy Co.,Ltd.",100840
00145914,인터엠,IntermCorporation,017250
00266943,넥슨지티,"Nexon GT Co., Ltd.",041140
00493431,자안바이오,"JAANHBIO, INC.",221610
01208849,나인테크,"Naintech. CO.,LTD.",267320
01338724,에스앤케이,SNK CORPORATION,950180
01135640,이삭엔지니어링,"ISAAC Engineering Co., Ltd.",351330
00136341,신성통상,"SHINSUNG TONGSANG CO.,LTD",005390
00530185,이엔에프테크놀로지,"ENF Technology Co., Ltd",102710
01187458,에스알바이오텍,SR biotek Inc.,270210
01046708,바디텍메드,Boditech Med Inc.,206640
00298687,스포츠서울,"The Sports Seoul Co., Ltd.",039670
00688358,하이즈항공,"HIZEAERO Co.,Ltd.",221840
00599151,SV인베스트먼트,SV INVESTMENT CORPORATION,289080
01532603,화승알앤에이,"HWASEUNG R&A CO., LTD.",378850
01399071,고바이오랩,"KoBioLabs, Inc.",348150
00107224,남선알미늄,"NAMSUN ALUMINIUM CO.,LTD",008350
00226228,한프,HANP INC,066110
00872850,비지스틸,"DAWIB HIGHTECH Co.,Ltd.",179440
00347877,세영디앤씨,"SEYOUNG D&C Co., Ltd.",052190
01067242,비엘사이언스,TCM BIOSCIENCES INC.,228180
01183407,이십일스토어,"21store Co.,Ltd",270020
00964595,엔바이오니아,"Envioneer Co., Ltd.",317870
01415892,제이알글로벌리츠,JR GLOBAL REIT,348950
00523936,HB솔루션,"HB SOLUTION CO.,LTD.",297890
00111458,대영포장,"DAEYOUNG PACKAGING CO.,LTD",014160
00218575,황금에스티,"Hwang Kum Steel & Technology Co., Ltd",032560
00991191,앱클론,AbClon Inc.,174900
01350638,티티씨디펜스,"TTC Defence, INC.",309900
00245694,남화산업,"Namhwa Industrial Co.,Ltd.",111710
00134316,세원정공,"SEWON PRECISION INDUSTRY CO.,LTD",021820
01116274,엠앤씨생명과학,"M&C Life Science Co., Ltd.",225860
01301623,비씨엔씨,"BCnC Co., Ltd.",146320
01393299,케이비제19호기업인수목적,"KB No.19 Special Purpose Acquisition Company Co., Ltd.",330990
00872452,미래오토스,HNT Electronics Company Ltd.,176440
00113058,한화생명,"HANWHA LIFE INSURANCE CO., LTD.",088350
00139685,양지사,Yangjisa,030960
00103042,케이씨티시,KCTC,009070
01117592,인터코스,"Interkos Co.,Ltd",240340
00120872,만호제강,MANHO ROPE & WIRE LTD,001080
00830447,수프로,"Suppro Co.,Ltd",185190
01160974,바이오에프디엔씨,"BIO-FD&C CO.,LTD.",251120
00264787,럭슬,"LUXL CO., LTD.",033600
01265251,압타머사이언스,Aptamer Sciences Inc,291650
01267684,쿠쿠홈시스,"CUCKOO HOMESYS CO.,LTD",284740
00975290,에이스토리,"ASTORY Co., Ltd.",241840
00411905,테라셈,"TerraSem Co., Ltd.",182690
01414370,하이제5호기업인수목적,HI Special Purpose Acquisitoin Company V,340120
00905316,하이골드오션3호선박투자회사,Hi Gold Ocean No.3 Ship Investment Company,153360
00867973,서남,"SuNAM Co., Ltd.",294630
00828761,레이,"Ray Co., Ltd.",228670
00104698,LS네트웍스,LS Networks Corporation Limited,000680
00122348,방림,"PANGRIM CO.,LTD",003610
01264438,자이언트스텝,GIANTSTEP Inc.,289220
00170877,진로발효,JinroDistillers,018120
00963000,썬테크,"SUNTECH.CO.,LTD",217320
01021949,덱스터,"Dexter studios Co., Ltd.",206560
01329957,국전약품,"KUKJEON PHARMACEUTICAL Co.,Ltd",307750
00135777,신대양제지,"SHINDAEYANG PAPER CO.,LTD",016590
00866594,미애부,"Miev Co., Ltd.",225850
00877819,데이타솔루션,"Datasolution, Inc.",263800
00411048,에스앤에스텍,S&S TECH CORPORATION,101490
00127200,삼영전자공업,"SAMYOUNG ELECTRONICS CO.,LTD",005680
00147222,전방,"CHONBANG CO.,LTD",000950
00106456,지앤엘,"GOLDEN & LUXURY Co., Ltd",014590
00105475,금강철강,"KEUM KANG STEEL CO., LTD",053260
00147295,전북은행,THE JEONBUK BANK LTD,006350
00145464,이구산업,"LEEKU INDUSTRIAL CO.,LTD",025820
00109161,태경케미컬,"TAEKYUNG CHEMICAL CO.,LTD",006890
00529815,오디텍,ODTech,080520
00101628,경방,KYUNGBANG LTD,000050
00816544,토니모리,"TONYMOLY CO., LTD.",214420
00363486,로체시스템즈,RORZE SYSTEMS CORPORATION,071280
00111865,미래SCI,"MIRAE SCI CO., LTD.",028040
00823429,한국화장품,"HANKOOK COSMETICS CO.,LTD.",123690
00303396,한국컴퓨터,KOREA COMPUTER INC.,054040
01061327,클래시스,CLASSYS Inc.,214150
00616962,린드먼아시아,Lindeman Asia Investment Corporation,277070
00174004,유성기업,"YOOSUNG ENTERPRISE CO.,LTD",002920
00665630,테라텍,"TERATECH CO., LTD.",151750
00985686,큐브엔터,"CUBE ENTERTAINMENT, INC.",182360
00571483,오이솔루션,"OE Solutions Co., Ltd.",138080
00974927,NEW,"Next Entertainment World Co., Ltd.",160550
00123107,보락,"BOLAK CO.,LTD",002760
00125725,디모아,"DMOA Co., Ltd",016670
00899459,레이언스,"RAYENCE CO.,LTD.",228850
00220561,광주신세계,"GwangjuShinsegae. Co.,Ltd.",037710
00165343,혜인,HAEIN CORPORATION,003010
00148595,제일테크노스,"JEIL TECHNOS CO.,LTD",038010
00409964,하이텍팜,"HIGH TECH PHARM CO.,LTD.",106190
00159218,한전KPS,"KEPCO Plant Service & Engineering Co., Ltd",051600
00129615,상보,"SANGBOCo.,Ltd",027580
00258689,JYP Ent.,JYP Entertainment Corporation,035900
01117422,나눔테크,"NANOOMTECH Co., Ltd.",244880
00101220,KG케미칼,KG Chemical Corporation,001390
00491415,인포바인,"INFOvine co., Ltd.",115310
00152686,코리아써키트,"KOREA CIRCUIT CO.,LTD",007810
00162993,한일홀딩스,"HANIL HOLDINGS CO.,LTD.",003300
00124027,부산산업,"BUSAN INDUSTRIAL CO.,LTD",011390
00800145,서진오토모티브,"Seojin Automotive Co.,Ltd.",122690
00145686,이화산업,"RIFA CO., LTD",000760
00411385,유비쿼스홀딩스,Ubiquoss Holdings Inc.,078070
00660291,옵티시스,"OPTICIS CO., LTD.",109080
00258360,위지트,"WIZIT Co., Ltd.",036090
01124653,슈프리마,Suprema Inc.,236200
00332927,제이에스코퍼레이션,JS Corporation,194370
00389110,지어소프트,GAEASOFT ,051160
00266952,네오위즈홀딩스,NEOWIZ HOLDINGS Corporation,042420
00398792,SNT모티브,"SNT MOTIV CO.,LTD",064960
00148920,조광페인트,"CHOKWANG PAINT CO.,LTD",004910
01170865,네오셈,Neosem Inc.,253590
00484682,엘오티베큠,"LOTVacuum.Co.,Ltd.",083310
01437292,미래에셋맵스리츠,"Miraeasset Maps REIT 1 Co., Ltd.",357250
00136864,신원,SHINWON CORPORATION,009270
00155373,풍강,"PUNGKANGCO.,LTD",093380
00533003,디케이락,DK-Lok Corporation,105740
00336297,고려신용정보,"KORYO CREDIT INFORMATION CO.,LTD.",049720
00137809,SHD,"SHIN HWA DYNAMICS CO.,LTD",001770
00136457,SH에너지화학,"SH ENERGY & CHEMICAL CO.,LTD",002360
00111193,대양전기공업,"DAEYANG ELECTRIC CO.,LTD",108380
00159175,한국전기초자,"HANKUK ELECTRIC GLASS CO.,LTD",009720
00490179,플랜티넷,"PLANTYNETCo.,Ltd.",075130
01258710,이노메트리,"INNOMETRY Co., Ltd.",302430
00678096,맥스로텍,"MAXROTEC CO., LTD.",141070
00220686,에스피지,"SPG CO., LTD",058610
00429694,파버나인,"PAVONINE CO., LTD.",177830
01049422,썸에이지,"Thumbage Co., Ltd.",208640
00138598,아비코전자,"ABCO ELECTRONICS CO., LTD.",036010
00673976,지스마트글로벌,"G-SMATT GLOBAL Co., Ltd.",114570
00857727,하림,"HARIM Co., Ltd.",136480
00803425,코리아에프티,KOREA FUEL-TECH CORPORATION,123410
00228536,현대에버다임,HYUNDAI EVERDIGM Corp.,041440
00118345,디아이동일,DI DONG IL CORPORATION,001530
00636656,바이오플러스,"BioPlus Co., Ltd",099430
00476036,에프엔에스테크,"FNS TECH. Co.,Ltd.",083500
00121288,모나미,"MONAMI CO.,LTD",005360
00146269,일신방직,"ILSHIN SPINNING CO.,LTD",003200
00155382,바이오빌,"BIOVILL Co.,Ltd.",065940
00608316,대한과학,"DAIHAN SCIENTIFIC CO., Ltd",131220
00157539,KB오토시스,"KB Autosys Co.,Ltd",024120
00671978,그리티,"GRITEE, Inc.",204020
00130091,샘표,SEMPIO COMPANY,007540
00138729,아세아제지,"ASIA PAPER MANUFACTURING CO.,LTD",002310
00531014,유진테크,"EugeneTechnologyCo.,Ltd.",084370
01584934,핑거스토리,"Finger Story CO., LTD.",417180
00172936,동일산업,"DONGIL INDUSTRIES CO.,LTD",004890
00307222,YBM넷,"YBM NET, Inc.",057030
00369170,인터플렉스,"INTERFLEX CO., LTD.",051370
00151395,천일고속,"CHUNIL EXPRESS CO.,LTD",000650
00235147,에이팸,APAM CORPORATION,073070
00530556,예스티,"YEST Co.,Ltd.",122640
01046203,스튜디오산타클로스,"STUDIO SANTA CLAUS ENTERTAINMENT Co., Ltd.",204630
00153126,크라운해태홀딩스,"CROWNHAITAI Holdings CO.,LTD",005740
00128661,에스에이엠티,"SAMT CO.,LTD.",031330
00641171,인지소프트,"Inzisoft Co., Ltd.",100030
00493510,뉴프렉스,"NEWFLEXTECHNOLGYCo.,LTD.",085670
00223434,에프에스티,FINE SEMITECH Corp.,036810
00131504,서한,Seohan,011370
00864338,웹스,"WAPS Co., Ltd.",196700
00579980,아이티엠반도체,"ITM Semiconductor Co., Ltd",084850
01169267,세화피앤씨,SEWHA P&C INC.,252500
00130383,서부T&D,"Seobu T&D Co.,Ltd",006730
00146560,일지테크,"ILJI TECHNOLOGY CO.,LTD",019540
00325112,프로텍,"PROTEC Co., Ltd.",053610
00925295,에프엔씨엔터,"FNC ENTERTAINMENT Co., Ltd.",173940
00610083,비아트론,"Viatron Technologies, Inc.",141000
01065785,노브메타파마,"NovMetaPharma Co., Ltd.",229500
00496225,이엠네트웍스,EM Networks Corporation,087730
01141599,차백신연구소,CHA Vaccine Research Institute,261780
00653024,진에어,"JIN AIR CO,.LTD.",272450
00203582,한솔홈데코,"Hansol HomeDeco co.,ltd.",025750
01063990,로보로보,"RoboRobo Co., Ltd.",215100
00938721,필옵틱스,"PHILOPTICS CO., LTD.",161580
00250997,대정화금,"Daejung Chemicals & Metals Co., Ltd",120240
00599957,슈프리마에이치큐,Suprema HQ Inc.,094840
00116806,하스코,"HASCO.CO.,LTD",012760
00165583,E1,E1 Corporation,017940
00860332,메리츠금융지주,MERITZ FINANCIAL GROUP INC.,138040
00159023,SK텔레콤,"SK TELECOM CO.,LTD",017670
01562589,LX홀딩스,LX Holdings Corp.,383800
00138297,STX,STX CORPORATION,011810
00160010,한국큐빅,CUBIC KOREA INC.,021650
00159795,한국카본,"HANKUK CARBON CO.,LTD",017960
00807379,신흥에스이씨,"SHIN HEUNG ENERGY & ELECTRONICS CO., LTD.",243840
00118521,진원생명과학,"GeneOne Life Science, Inc.",011000
01264234,엘에이티,"LAT CO., LTD. ",311060
00105952,LS,LS Corp.,006260
00366517,KC산업,"KC INDUSTRY CO.,LTD.",112190
00378628,KH바텍,"KH VATEC Co., LTD",060720
00897752,천보,"Chunbo Co., Ltd.",278280
00206039,경남스틸,"Kyeong Nam Steel Co., LTD",039240
00160621,한국화장품제조,"HANKOOK COSMETICS MANUFACTURING CO.,LTD",003350
00340096,미래에셋벤처투자,"Mirae Asset Venture Investment Co.,Ltd.",100790
00363246,우원개발,"Woowon Development Co., Ltd.",046940
00539274,대상홀딩스,"DAESANG HOLDINGS CO., LTD",084690
00145473,이글벳,"Eagle Veterinary Technology Co.,Ltd",044960
00357607,케이피티유,"Korea Plasma Technology U Co.,Ltd",054410
00365624,아이윈,"iWIN CO.,LTD",090150
01180118,코람코더원리츠,KORAMCO THE ONE REIT,417310
00575106,씨유테크,CU TECH CORPORATION,376290
01397772,큐라클,"curacle co., ltd.",365270
01440481,아이비케이에스제13호기업인수목적,IBKS No.13 Special Purpose Acquisition Company,351340
01166109,예선테크,"YeSUN Tech Co., Ltd.",250930
01441611,원티드랩,Wanted Lab Inc.,376980
00533508,제이엠티,"JMT CO.,Ltd.",094970
00267942,큐캐피탈,"Q Capital Partners Co., Ltd.",016600
00405320,웹젠,Webzen Inc.,069080
00203023,시노펙스,Synopex Inc.,025320
01506848,비스토스,"Bistos Co., Ltd.",419540
00609661,티쓰리,T3 Entertainment Inc.,204610
00216498,성도이엔지,SUNGDO Engineering & Construction.,037350
00298340,에스티아이,Systems Technology Incorporated,039440
01244601,카카오페이,kakaopay Corp.,377300
00161444,한국씨티은행,Citibank Korea Inc.,016830
00150244,하이트진로,HITE JINRO,000080
01174038,자비스,"XAVIS CO., Ltd.",254120
01095704,케이엠제약,"KMPHARMACEUTICAL Co.,Ltd.",225430
01206717,마이크로엔엑스,"Micro-NX Co., Ltd.",448780
00166528,서암기계공업,"SEOAM MACHINERY INDUSTRY CO., LTD",100660
00108977,대구백화점,"Daegu Department Store Co., Ltd",006370
00858124,알에스오토메이션,"RS AUTOMATION CO.,LTD.",140670
00255044,현대에이치티,"HYUNDAI HT CO,LTD.",039010
00148522,퍼스텍,"FIRSTEC CO.,LTD.",010820
00335076,오픈베이스,"Openbase, Inc.",049480
00134963,송원산업,"SONGWON INDUSTRIAL CO.,LTD",004430
00270113,멕아이씨에스,"MEKICS Co., Ltd",058110
01133217,카카오뱅크,KakaoBank Corp.,323410
00441650,케이씨에스,Korea Computer & Systems Inc.,115500
00129387,삼화페인트공업,"SAMHWA PAINT INDUSTRIAL CO.,LTD",000390
00127909,삼일,SamIl,032280
00243757,인포뱅크,InfoBankCorporation,039290
00478900,빅솔론,"BIXOLONCo.,Ltd",093190
01419986,신영해피투모로우제6호기업인수목적,Shinyoung HappyTomorrow No.6 Special Purpose Acquisition,344050
01028164,광주은행,"The Kwangju Bank, Ltd.",192530
00346966,에코솔루션,"ECO Solutions Co., Ltd.",052510
01418543,케이비제20호기업인수목적,KB No.20 Special Purpose Acquisition Company,342550
00148948,조비,"CHOBI CO.,LTD",001550
01405390,핌스,PIMS Inc.,347770
00553025,데이터스트림즈,Data Streams Corp.,199150
00124151,부산주공,"PUSAN CAST IRON CO.,LTD",005030
00157070,한국단자공업,"KOREA ELECTRIC TERMINAL CO.,LTD",025540
01587056,엔젯,"ENJET Co.,LTD",419080
01146822,아이퀘스트,"IQUEST Co., Ltd.",262840
00965062,코셋,Coset Inc.,189350
01513440,파이버프로,"FIBERPRO, Inc.",368770
01014718,제노코,"Genohco, Inc",361390
00343127,자유투어,"Freedom Travel Co., Ltd.",046840
00870861,와이엠씨,"YMC Co., Ltd.",155650
01354740,브이씨,VC Inc.,365900
00189538,피델릭스,"Fidelix Co., Ltd.",032580
00231354,파워넷,POWERNET TECHNOLOGIES CORPORATION,037030
01032486,두산밥캣,Doosan Bobcat Inc.,241560
00491938,GH신소재,GH Advanced Materials Inc.,130500
01535150,SK리츠,"SK REIT Co., Ltd.",395400
01437432,디티앤씨알오,"DT&CRO CO., Ltd.",383930
00306719,에스텍,ESTec Corporation,069510
00178851,동양에스텍,"Dongyang S·TEC Co., Ltd.",060380
00407285,아이컴포넌트,"i-Components Co., Ltd",059100
00219440,휴맥스홀딩스,"Humax Holdings Co., Ltd",028080
00239596,쎄니트,"CENIT CO., LTD",037760
00133089,성원,"Sungwon Co.,Ltd.",015200
00117577,오리온홀딩스,ORION Holdings Corp.,001800
01504804,유안타제7호기업인수목적,Yuanta 7 SPECIAL PURPOSE ACQUISITION COMPANY,367460
00577335,대성하이텍,"Daesung Hi-Tech Co., Ltd.",129920
00113508,노루홀딩스,"NOROO HOLDINGS CO., LTD",000320
00153755,태양금속공업,"TAEYANG METAL INDUSTRIAL CO.,LTD",004100
00132804,성신양회,"SUNGSHIN CEMENT CO.,LTD.",004980
01222432,에스제이그룹,"SJ Group Co., Ltd.",306040
01437186,ESR켄달스퀘어리츠,"ESR Kendall Square REIT Co., Ltd.",365550
00862853,플레이디,"PlayD Co., Ltd.",237820
00157636,케이피에프,KPF,024880
00407975,엔터미디어,"ENTERMEDIA CO., LTD",068420
00174208,진성티이씨,JINSUNG T.E.C,036890
00659976,영화테크,"Younghwa Tech Co., Ltd.",265560
01160512,헝셩그룹,HENG SHENG HOLDING GROUP COMPANY LIMITED,900270
01020269,탈로스,"Talos Co., Ltd.",434190
00785475,원익피앤이,"WONIK PNE CO., LTD",131390
00255275,HB테크놀러지,"HB Technology CO.,LTD.",078150
00143262,우진아이엔에스,"WOOJIN I&S Co.,Ltd",010400
00160861,한농화성,HANNONG CHEMICALS INC,011500
00114093,덕성,"DCKSUNG CO.,LTD",004830
00181299,상아프론테크,"SANG-A  FRONTEC CO., LTD.",089980
01364747,가온칩스,"GAONCHIPS CO., LTD.",399720
00347442,모보,"MOBO CO.,LTD",051810
00415628,세진중공업,"SEJIN HEAVY INDUSTRIES CO., LTD.",075580
00173740,신한,"SHINHAN ENGINEERING & CONSTRUCTION CO.,LTD",005450
00654272,램테크놀러지,"RAM TECHNOLOGY CO., LTD.",171010
00373447,서린바이오,"SeouLinBioscienceCO.,LTD.",038070
00990165,아세아시멘트,"ASIA CEMENT CO.,LTD.",183190
00809517,아이엠텍,IM Tech Inc.,226350
00165680,호텔신라,"HOTEL SHILLA CO.,LTD",008770
00159342,한국정보통신,KoreaInformation&Communication,025770
00327819,선익시스템,"SUNIC SYSTEM Co., Ltd.",171090
00257732,한국정밀기계,"HNK MACHINE TOOL CO.,LTD.",101680
00793155,핸디소프트,"HANDYSOFT, Inc.",220180
00176516,금화피에스시,"GEUMHWA PSC CO.,LTD.",036190
00684714,풍산,POONGSAN CORPORATION,103140
00126371,삼성전기,"SAMSUNG ELECTRO-MECHANICS CO.,LTD",009150
00148993,하이트진로홀딩스,"HITEJINRO HOLDINGS CO., LTD",000140
00565154,이노션,INNOCEAN WORLDWIDE INC.,214320
01686755,파인엠텍,"Fine M-Tec Co.,Ltd.",441270
00141282,에이치디씨영창,"HDC YOUNGCHANG CO., LTD.",001890
00593032,LF,LF Corp.,093050
00133511,SG세계물산,SG CORPORATION,004060
00414601,유니퀘스트,UNIQUEST COPORATION,077500
00199988,동아화성,"DONG-A HWA SUNG CO.,LTD",041930
00416654,유엔젤,UANGEL CORPORATION,072130
01208885,경동도시가스,"KYUNGDONG CITY GAS CO.,LTD",267290
00102140,경인전자,"KYUNGIN ELECTRONICS CO.,LTD",009140
00171867,에스씨디,"SCD CO.,LTD.",042110
00230425,나노엔텍,"NanoenTek,Inc.",039860
00287788,정상제이엘에스,"JLS CO.,LTD.",040420
01117246,EMB,"EMB CO.,LTD.",278990
01047840,미스터블루,Mr. Blue Corporation,207760
01246742,테크트랜스,"Tech Trans co., Ltd",258050
01419135,이노진,"INNOGENE Co., Ltd.",344860
00587457,갤럭시아머니트리,"GalaxiaMoneytree Co.,Ltd.",094480
00124276,부스타,"BOOSTER CO., LTD.",008470
00328191,케이에스피,"KSPCO.,LTD",073010
00155151,피에이치에이,"PHA Co., Ltd.",043370
00143527,경동인베스트,"KYUNGDONG INVEST CO., LTD.",012320
00611286,블루탑,"BLUETOP CO.,LTD.",191600
00138446,아가방컴퍼니,AGABANG&COMPANY,013990
00296263,YW,YW COMPANY LIMITED,051390
00269612,파워로직스,POWER LOGICS,047310
00350482,성우테크론,SUNGWOO TECHRON COMPANY,045300
00256715,국순당,"KOOK SOON DANG CO.,LTD",043650
00127936,삼일기업공사,"SAMIL ENTERPRISE CO., LTD.",002290
00154055,태원물산,"TAEWONMULSAN CO.,LTD",001420
00447928,네오티스,"NEOTECHNICALSYSTEMCO.,LTD",085910
00144164,SK가스,SK GAS LTD,018670
01214743,더네이쳐홀딩스,"THE NATURE HOLDINGS CO., LTD",298540
00159564,한국주강,"HANKOOK STEEL CO.,LTD",025890
00759294,와이솔,"WiSoL Co.,LTD.",122990
00112165,디아이씨,DAE-IL Corporation,092200
00445799,서원인텍,"SEOWONINTECH.CO.,LTD",093920
01316227,효성티앤씨,Hyosung TNC Corporation,298020
00222532,LG헬로비전,LG HelloVision Corp.,037560
01478712,대덕전자,"DAEDUCK ELECTRONICS CO.,LTD",353200
01656374,신영스팩8호,Shinyoung HappyTomorrow No.8 Special Purpose Acquisition,430220
00143314,에이엔피,AUTOMOBILE & PCB,015260
00138701,아세아,"ASIA HOLDINGS CO.,LTD",002030
00983271,엔에이치엔,NHN Corporation,181710
00364306,성우전자,"SUNGWOOELECTRONICSCO.,LTD.",081580
00244783,한네트,"HANNET CO., LTD.",052600
00112022,대원화성,"DAEWON CHEMICAL CO.,LTD",024890
00298270,안랩,"AHNLAB,INC.",053800
01396931,유엑스엔,"UXN Co., Ltd.",337840
00152783,코메론,KOMELON CORPORATION,049430
00302926,현대로템,Hyundai-Rotem Co.,064350
00167280,폴루스바이오팜,POLUS BioPharm Inc.,007630
00105299,금강공업,"KUMKANG KIND CO.,LTD",014280
00110893,대신증권,"DAISHIN SECURITIES CO.,LTD",003540
01689938,신영스팩9호,Shinyoung HappyTomorrow No.9 Special Purpose Acquisition Company,445970
01316236,효성화학,Hyosung Chemical Corporation,298000
00623661,원익머트리얼즈,"WONIK Materials Co.,Ltd.",104830
00159102,DB손해보험,"DB INSURANCE CO.,LTD",005830
01076550,주노콜렉션,"JUNO COLLECTION CO.,LTD",221670
00226866,인탑스,"INTOPS CO., LTD.",049070
00122898,벽산,BYUKSAN CORPORATION,007210
01101041,패션플랫폼,"Fashion Platform Co.,Ltd.",225590
00132488,신세계톰보이,SHINSEGAE TOMBOY,012580
01327092,라닉스,RANIX INC.,317120
00365758,아이앤씨,"I&C Technology Co., Ltd.",052860
00808022,메지온,"Mezzion Pharma Co., Ltd.",140410
00626710,한국월드와이드베트남부동산개발특별자산1호투자회사,Vietnam Real Estate Development Fund1,096300
00939331,한국콜마,"KOLMAR KOREA CO.,LTD",161890
00301422,우수AMS,"WOOSU AMS CO., LTD.",066590
00210980,원익,"WonIk Co.,LTD",032940
00296005,우리로,"WOORIRO CO., LTD",046970
01077577,우리산업,"WOORY INDUSTRIAL CO.,LTD.",215360
00231372,롯데관광개발,"LOTTE TOUR DEVELOPMENT CO.,LTD",032350
00221728,하츠,HAATZ Inc.,066130
00761952,아나패스,"Anapass, Inc.",123860
00129271,삼화전기,"SAMWHA ELECTRIC CO.,LTD",009470
00164812,현대코퍼레이션,HYUNDAI CORPORATION,011760
00188797,포메탈,"FORMETAL CO., LTD",119500
01416457,하나금융15호기업인수목적,Hana Financial Fifteenth Special Purpose Acquisition Company,341160
00526696,웨이브일렉트로,"WaveElectronicsCo.,Ltd.",095270
01069736,한독크린텍,"Handok Clean Tech Co., Ltd.",256150
00660033,씨엔플러스,"CNPLUS Co., Ltd.",115530
01070857,켐온,CHEMON Inc.,217600
00540340,코리아센터,"Koreacenter Co.,Ltd.",290510
01116380,씨앤에스링크,"CNSLINK Co., Ltd",245450
00172291,더존비즈온,"DOUZONE BIZON CO.,LTD",012510
00374020,이엘피,ELP Corp.,063760
01139965,스튜디오미르,"Studio Mir Co., LTD.",408900
01335851,박셀바이오,Vaxcell-Bio Therapeutics,323990
00462121,이노와이어리스,"InnoWirelessCo.,Ltd.",073490
00616290,이엠넷,EMNET INC.,123570
00300548,현대리바트,HYUNDAI LIVART FURNITURE COMPANY LIMITED,079430
01109955,링크제니시스,"Linkgenesis Co., Ltd.",219420
01571107,오픈엣지테크놀로지,"Openedges Technology, Inc.",394280
00188089,한섬,HANDSOME CORPORATION,020000
00106368,금호석유화학,"KUMHO PETRO CHEMICAL CO.,LTD",011780
00264228,위즈코프,"WIZ CORP, Inc.",038620
