corp_code,corp_name,corp_eng_name,stock_code
01725577,SK증권제9호스팩,SK Securities No.9 Special Purpose Acquisition Company,455910
00390514,이루온,ELUON Corporation,065440
00165060,하이록코리아,HY-LOK CORPORATION,013030
00545716,롯데렌탈,"LOTTE rental co., ltd.",089860
00767460,PI첨단소재,"PI Advanced Materials Co., Ltd.",178920
00972503,일진하이솔루스,"ILJIN HYSOLUS Co., Ltd.",271940
01047415,정다운,"JUNGDAWN Co., Ltd.",208140
01205842,HD현대건설기계,"HD Hyundai Construction Equipment Co.,Ltd.",267270
01205514,큐라켐,"CURACHEM Co., ltd.",456190
00599595,BGF에코머티리얼즈,"BGFecomaterials CO., LTD.",126600
00104573,국일제지,"KUK-IL PAPER MFG CO.,LTD",078130
01144569,피엔티엠에스,"People & Technology Ms, Inc.",257370
00521433,엔지브이아이,"NGVI, INC.",093510
01423837,모아데이타,"Moadata Co., Ltd.",288980
00571298,덕우전자,"DERKWOO ELECTRONICS CO.,LTD.",263600
00152729,광전자,AUK CORP,017900
00765569,기가비스,"GigaVis Co., Ltd.",420770
00562360,에코볼트,"Eco Volt Co.,Ltd.",097780
00693651,비덴트,"Vidente Co., Ltd.",121800
00660459,나노씨엠에스,"NANOCMS CO., LTD",247660
01383229,저스템,"Justem.CO.,LTD",417840
00920379,티엘비,"TLB Co., Ltd.",356860
00105165,극동전선,"KUKDONG ELECTRIC WIRE CO.,LTD",006250
00149594,한국캐피탈,"Han Kook Capital Co., Ltd.",023760
00170026,시공테크,"SIGONG TECH Co.,Ltd.",020710
00607797,엄지하우스,"EOMJIHOUSE Co., Ltd",224810
01187865,앙츠,"Antz. Co., Ltd",267810
00231707,비트컴퓨터,BITComputer,032850
00360595,현대글로비스,"HYUNDAI GLOVIS Co., LTD.",086280
00273439,메디아나,"MEDIANA Co.,LTD",041920
00403632,현대퓨처넷,"Hyundai Futurenet Co., Ltd",126560
01540815,스튜디오삼익,"Studio Samick Co.,Ltd.",415380
00364403,쏠리드,"Solid, Inc.",050890
00208444,피에스케이홀딩스,PSK HOLDINGS INC.,031980
00161860,한성기업,"HANSUNG ENTERPRISE CO.,LTD",003680
01596656,메쎄이상,"Messe eSang Co.,Ltd",408920
00480950,이아이디,"E Investment&Development CO.,LTD",093230
00554024,셀트리온헬스케어,"Celltrion Healthcare Co., Ltd.",091990
00148531,제이스코홀딩스,J Steel Company Holdings Inc.  ,023440
00428251,현대백화점,"HYUNDAI DEPARTMENT STORE CO.,LTD",069960
00135962,신라교역,"SILLA CO.,LTD",004970
01336461,뉴로메카,"Neuromeka Co., Ltd.",348340
00187415,코미팜,"KOMIPHARM INTERNATIONAL CO., LTD.",041960
00378220,버킷스튜디오,"BUCKET STUDIO Co.,Ltd.",066410
00447609,비에이치,"BHCo.,Ltd.",090460
00106119,금양,"KUMYANG CO.,LTD",001570
00108940,대성홀딩스,"DAESUNG HOLDINGS CO., LTD.",016710
00651017,나우IB,NAU IB Capital,293580
01583397,하나금융20호기업인수목적,Hana Financial Twenty Special Purpose Acquisition Company,400560
01792791,IBKS제24호스팩,IBKS No.24 Special Purpose Acquisition Company,469480
00120906,에스아이리소스,"SI RESOURCES CO.,LTD.",065420
00219848,서희건설,"SEOHEE CONSTRUCTION CO., LTD.",035890
01205709,HD현대,"HD HYUNDAI CO.,LTD.",267250
00568188,마이크로컨텍솔,"Micro Contact Solution Co.,Ltd.",098120
00140964,영원무역홀딩스,"Youngone Holdings Co., Ltd",009970
00311270,원텍,"WON TECH Co.,Ltd.",216280
01364297,코퍼스코리아,"COPUS KOREA Co., Ltd.",322780
01199550,HD현대에너지솔루션,"HD HYUNDAI ENERGY SOLUTIONS CO.,LTD.",322000
00543107,오킨스전자,"OKins Electronics Co.,Ltd.",080580
00164502,현대공업,"HYUNDAI INDUSTRIAL CO.,LTD",170030
01010110,더블유게임즈,"DoubleUGames Co., Ltd.",192080
01190513,명진홀딩스,"Myungjin Holdings.,Corp.",267060
01721809,현대그린푸드,"HYUNDAI GREEN FOOD CO., LTD",453340
00106669,세아베스틸지주,SeAH Besteel Holdings Corporation,001430
00160843,DB하이텍,"DB HiTek Co.,LTD",000990
00156895,아주IB투자,"AJU IB INVESTMENT CO., LTD.",027360
00380429,CMG제약,"CMG Pharmaceutical Co., Ltd.",058820
01430475,코람코라이프인프라리츠,"KORAMCO LIFE INFRA REIT CO.,LTD",357120
00138695,뉴아세아,"NEW ASIA CO.,LTD.",013340
01323032,케이카,"K Car Co., Ltd.",381970
00173078,명신산업,MYOUNG SHIN INDUSTRY,009900
00526678,동방선기,"Dongbang Ship Machinery Co., Ltd",099410
00459871,농심홀딩스,Nongshim Holdings,072710
00601988,코난테크놀로지,KONAN TECHNOLOGY INCORPORATION,402030
00573579,평화산업,"PYUNG HWA INDUSTRIAL CO., LTD",090080
00634728,이크레더블,"e-Credible Co., Ltd.",092130
00861076,케이탑리츠,"K-TOP REITS CO.,LTD.",145270
00910840,윈하이텍,"WINHITECH CO., Ltd.",192390
00442561,에프알텍,"FRTEKCO.,LTD.",073540
00109781,대림제지,DaelimPaper,017650
01223219,에이에프더블류,"A.F.W Co., Ltd",312610
01396676,일승,"IL SEUNG Co., LTD",333430
00361266,코원플레이,"COWON PLAY Co., Ltd.",056000
01055317,비엔디생활건강,"B&D Life Health CO.,LTD",215050
00173591,세원물산,SewonCorporation,024830
00190321,케이티,KT CORPORATION,030200
01344202,뷰노,"VUNO, Inc.",338220
00776820,영원무역,Youngone Corporation,111770
00599285,서플러스글로벌,"SurplusGLOBAL,Inc.",140070
00138367,플레이위드,PLAYWITH KOREA Inc.,023770
00867478,아시아종묘,"ASIA SEED Co.,Ltd.",154030
00550994,아이센스,"i-SENS, Inc.",099190
01566248,에코프로에이치엔,"ECOPRO HN CO., LTD",383310
01692321,미래에셋비전스팩2호,Mirae Asset Vision Special Purpose Acquisition 2 Company,446190
00107613,이수페타시스,"ISUPETASYS CO.,LTD",007660
00113225,대한제강,"DAEHAN STEEL CO.,LTD",084010
00118451,동일제강,"DONG IL STEEL MFG CO., LTD",002690
00117708,리드코프,"The LEADCORP, Inc.",012700
00261656,잉크테크,"INKTEC CO., LTD.",049550
00139454,애경산업,"Aekyung Industrial Co., Ltd.",018250
01546101,아이엠티,"IMT Co., Ltd.",451220
00407771,듀오백,"DUOBACK CO., LTD.",073190
01475609,디앤디플랫폼리츠,"D&D Platform REIT Co., Ltd.",377190
00140779,영보화학,"YOUNGBO CHEMICAL CO.,LTD",014440
01534522,삼성머스트기업인수목적5호,SAMSUNG MUST SPECIAL PURPOSE ACQUISITION 5 COMPANY,380320
00105138,파라텍,Paratech Company Limited,033540
01187175,라이프사이언스테크놀로지,Life Science Technology Inc.,285770
01622331,벨로크,Bellock Inc.,424760
00922304,아셈스,ASSEMS INC.,136410
00226352,케이엠더블유,KMW CO. LTD.,032500
00925587,위드텍,"WITHTECH, Inc.",348350
01394669,누보,"NOUSBO CO., LTD",332290
00872656,금양그린파워,"KUMYANG GREEN POWER CO., Ltd.",282720
00134565,이스타코,"e-STARCO. CO.,LTD",015020
00125822,삼보산업,"SAMBO Industrial Co., Ltd.",009620
00219361,해성산업,"Haesung Industrial Co., Ltd.",034810
00228712,동우팜투테이블,"DONGWOO FARM TO TABLE CO., LTD",088910
00140858,와이엠,"YM CO., LTD.",007530
01781847,교보15호스팩,Kyobo 15 Special Purpose Acquisition Company,465320
01226234,와이바이오로직스,"Y-Biologics, Inc",338840
00667373,현대힘스,"HYUNDAI HYMS CO., LTD.",460930
01186671,바이오시네틱스,"Bio-Synectics, Inc.",281310
00136624,신영와코루,SHINYOUNG WACOAL INC,005800
01259232,노바텍,"NOVATECH Co., Ltd.",285490
00248974,하나제약,"Hana Pharm. Co., Ltd.",293480
00308896,셀피글로벌,"Cellfie Global Co.,Ltd.",068940
00413417,우리손에프앤지,"Woorison F&G CO., LTD.",073560
00344287,HD현대인프라코어,"HD Hyundai Infracore Co., Ltd.",042670
00624378,마이크로투나노,"MICRO2NANO, INC.",424980
00148610,한화투자증권,"HANWHA INVESTMENT&SECURITIES CO.,LTD",003530
00222213,피케이엘,Photronics Korea Ltd,039870
00250614,삼영엠텍,SAMYOUNG M-TEK C0. LTD.,054540
00330424,LS증권,"LS SECURITIES Co., Ltd.",078020
01816268,KB제29호스팩,KB No.29 Special Purpose Acquisition Company,478390
00495554,와이앤넥스트,Y&NEXT Inc.,090740
00939942,포시에스,"FORCS Co., Ltd.",189690
00230911,HRS,"HRS Co., Ltd",036640
00498001,모베이스,"MOBASE Co., Ltd.",101330
00397243,티엔아이,TNI Co Ltd,066350
00164609,HD현대미포,"HD HYUNDAI MIPO CO.,LTD.",010620
00842585,네이블,Nable Inc.,153460
00978075,머니무브,"MoneyMove Co., Ltd.",179720
01150515,대명에너지,Dae Myoung Energy Co. Ltd.,389260
00127954,CJ프레시웨이,CJ Freshway Corporation,051500
01442966,마스턴프리미어리츠,"MASTERN PREMIER REIT 1 Co., Ltd.",357430
01148909,휴럼,"Hurum Co., Ltd.",284420
00117230,TYM,TYM CORPORATION,002900
00393469,녹원씨엔아이,"Nokwon Commercials & Industries, Inc.",065560
00442835,메타랩스,"METALABS CO., LTD.",090370
00349732,코나아이,"KONA I CO., LTD.",052400
00341916,오스템임플란트,"OSSTEMIMPLANT.CO.,Ltd",048260
00241236,에이치씨코퍼레이션,"HC Corporation Co., Ltd.",037340
00447487,제주반도체,Jeju Semiconductor Corp.,080220
00350048,오성첨단소재,"OSUNG ADVANCED MATERIALS CO., LTD.",052420
00337296,원포유,"ONE4U CO.,LTD",122830
01084364,엔지스테크널러지,"EnGIS Technologies, Inc.",208860
01818682,한국제15호스팩,"Korea No.15 Special Purpose Acquisition Co., Ltd.",479880
00409140,이원컴포텍,"EWON COMFORTECH CO.,LTD",088290
00450995,대모,"DAEMO Engineering Co., Ltd.",317850
00202060,구영테크,"GUYOUNG TECHNOLOGY CO., LTD.",053270
00161116,HL D&I,HL D&I HALLA CORPORATION,014790
01251489,라온피플,LaonPeople Inc.,300120
00838962,알서포트,"RSUPPORT Co., Ltd.",131370
00980043,비큐AI,BECU AI Inc.,148780
01011368,에이치브이엠,"HVM CO.,LTD.",295310
00103121,세븐코스프,"Seven KOSF CO.,LTD",017160
00103325,고제,"KOJE Co.,Ltd.",002540
01026157,쏘카,"SOCAR, Inc.",403550
00114765,케이비아이동국실업,"KBI DONGKOOK IND CO., LTD",001620
01190568,에이피알,"APR Co., Ltd.",278470
00625942,한솔아이원스,"Hansol IONES Co., Ltd.",114810
00105244,알보젠코리아,"ALVOGEN KOREA CO.,LTD",002250
00106508,기린,"KIRIN CO.,LTD",006070
00107923,남한제지,"NAMHAN PAPER CO.,LTD",001950
00110051,에스케이머티리얼즈,"SK Materials Co., Ltd.",036490
00111227,대양제지공업,DaeyangPaperMfg,006580
00264103,에이엠에스,Aju Media Solutions,044770
00264839,아이비진,IBXENE CORP.,039060
00132992,성우하이텍,"SUNGWOO HITECH CO., LTD",015750
00141273,웰바이오텍,"WELLBIOTEC CO.,LTD",010600
00153339,태경산업,"TAEKYUNG INDUSTRIAL CO.,LTD",015890
00365457,제이티,JT Corporation.,089790
00660121,디에이테크놀로지,"DA Technology Co.,Ltd.",196490
01137383,카카오게임즈,Kakao Games Corp.,293490
01284751,시지트로닉스,"Sigetronics, Inc.",429270
01785700,IBKS제23호스팩,IBKS No.23 Special Purpose Acquisition Company,467930
01672114,한국제11호기업인수목적,"Korea No.11 Special Purpose Acquisition Co., LTD.",436610
00909835,차이커뮤니케이션,"Chai Communication Co., LTD.",351870
00117027,알루코,"ALUKO CO.,LTD.",001780
01409022,현대ADM,Hyundai ADM Bio lnc.,187660
00159874,한국지주,Korea Holidings Incorporated,009760
00111829,대웅바이오,Daewoong Bio Inc.,016890
00115427,신동방CP,ShinDongBang CP Corporation,004660
00116499,동신제약,"DONGSHIN PHARMACEUTICAL CO.,LTD",006600
00238977,에스엠화진,"SM HWAJIN Co., Ltd.",134780
01212383,엔케이맥스,"NKMAX Co.,Ltd.",262760
00163716,한창,HANCHANG CORPORATION,005110
01014055,에스트래픽,"STraffic Co.,Ltd.",234300
01817081,SK이터닉스,"SK eternix Co., Ltd.",475150
00544577,브이엠,VM Inc.,089970
01807729,하나33호스팩,Hana 33 Special Purpose Acquisition Company,475250
00645089,NHN벅스,NHN BUGS Corporation,104200
00118460,태림페이퍼,"TAILIM PAPER CO.,LTD",019300
00120508,롯데푸드,"LOTTE FOOD CO.,LTD.",002270
00121251,네오퍼플,"NEO PURPLE CO.,Ltd.",028090
00127024,삼양엔텍,"Samyang Entech Co., Ltd.",008720
00503899,사조해표,SAJOHAEPYO Corporation,079660
00110875,대신정보통신,DaishinInformation,020180
01494118,노을,"Noul Co., Ltd.",376930
00132105,삼양제넥스,"SAMYANG GENEX CO., LTD",003940
00132114,선진지주,"SUNJIN HOLDINGS CO.,LTD",014300
01018167,캐로스,"CAROS CO., LTD.",260490
00138376,쎄라텍,CERATECH CORPORATION,041550
00139418,알루코,"ALUKO CO.,LTD",021570
01765265,동국제강,"DONGKUK STEEL MILL Co., Ltd.",460860
00149248,아세아페이퍼텍,ASIA PAPERTEC INC,009380
00149840,중앙제지,"CHOONGANG PAPER MFG CO.,LTD",005600
00151252,에스와이,"SY CO.,LTD",004530
01251577,휴네시온,"Hunesion co.,ltd",290270
01815764,이베스트스팩6호,Ebest Special Purpose Acquisition No6 Company,478110
00163682,메리츠증권,"MERITZ SECURITIES CO.,LTD",008560
00154392,에스트라,AESTURA Corporation,016570
00409681,아스트,"AeroSpace Technology of Korea, Inc.",067390
01845701,교보16호스팩,Kyobo 16 Special Purpose Acquisition Company,482520
00480756,이트론,"E-TRON CO.,LTD.",096040
00120182,NH투자증권,"NH INVESTMENT & SECURITIES CO.,LTD. ",005940
00108490,엔피케이,"NPK CO.,LTD",048830
00150828,진흥기업,CHINHUNG INTERNATIONAL INC,002780
00164779,SK하이닉스,SK hynix Inc.,000660
00260930,에스엠,"SM ENTERTAINMENT CO., Ltd.",041510
00171636,한솔홀딩스,"Hansol Holdings Co., Ltd.",004150
00306454,한국정보인증,"KOREA INFORMATION CERTIFICATE AUTHORITY, INCORPORATED",053300
00181712,SK,SK Inc.,034730
00632304,JW홀딩스,JW HOLDINGS CORPORATION,096760
00531829,엠아이텍,"MITECH CO.,LTD.",179290
00198378,녹십자셀,GREEN CROSS CELL CORPORATION,031390
00238199,로지시스,LOGISYS INC.,067730
00259934,예림당,"YeaRimDang Publishing Co., Ltd.",036000
01050738,솔트룩스,SALTLUX Inc,304100
00159412,한국제지,"HANKUK PAPER MFG CO.,LTD",002300
00163044,한일약품공업,"HANIL PHARMACEUTICALIND CO.,LTD",003040
00164292,동원데어리푸드,DONGWON DAIRY FOODS,003900
00164362,행남사,HAENGNAM INC.,008800
00208301,성우몰드,"SUNGWOO MOLD CO.,LTD",053440
00220446,예일바이오텍,YEIL BIOTECH Corp.,054250
00653112,미래자원엠엘,"MILAE RESOURCES ML CO., LTD.",233190
00414850,효성 ITX,"HYOSUNG ITX.CO.,LTD",094280
00874195,코썬바이오,"Kosun Bio Co., Ltd.",204990
01360875,탑머티리얼,"TOP MATERIAL Co., Ltd",360070
01658266,하나금융24호기업인수목적,Hana Financial Twenty-four SPAC,430230
00264671,세중,"SEJOONG CO., LTD.",039310
00945457,아이진,"EyeGene,Inc",185490
01276594,신한알파리츠,"Shinhan Alpha REIT Co,. Ltd.",293940
00115931,디오,DIO Corporation,039840
00604268,에이프로,"APRO Co., LTD",262260
01169498,젬,ZAMLED,248020
00234449,제이엠피,JMP Ltd.,054790
00126308,삼성E&A,"SAMSUNG E&A CO.,LTD",028050
00587925,모아라이프플러스,MOA Life Plus Co. Ltd.,142760
00536286,윈팩,WINPAC INC.,097800
00351375,뉴보텍,"NUVOTEC Co., Ltd",060260
00163114,서연,SEOYON CO. LTD,007860
00247939,씨모스,"creative master of semiconductor. co.,ltd",037600
00923516,메가터치,"Megatouch Co., Ltd",446540
01119387,이에스산업,"ES INDUSTRY CO.,LTD",241510
00475976,인콘,"INCON Co., Ltd.",083640
00977641,하이로닉,"Hironic Co.,Ltd",149980
00988364,SGA솔루션즈,"SGA Solutions Co.,Ltd.",184230
00825223,화신정공,"HWASHIN PRECISION CO., LTD.",126640
00148984,시알홀딩스,"CR Holdings Co., LTD.",000480
00606293,나이스디앤비,"NICE D&B CO., LTD.",130580
01798980,유안타제15호스팩,Yuanta 15 SPECIAL PURPOSE ACQUISITION COMPANY,473050
00652423,인바이오젠,"INBIOGEN CO.,Ltd",101140
00248053,지에스엔텍,GS ENTEC Corp.,037640
00252658,코리언일랙트로닉스파워소스,"Korean Electronics Power Sources Co.,Ltd",046810
00127167,삼영무역,"SAMYUNG TRADING CO.,LTD",002810
01138993,원바이오젠,"Wonbiogen Co., Ltd.",278380
00542898,케이이엠텍,KEM Tech Corp.,106080
00123143,보령,Boryung Corporation,003850
00857480,사람인,"Saramin Co., Ltd.",143240
00923826,일월지엠엘,"ILWOUL GML Co.,Ltd",178780
01468061,레뷰코퍼레이션,RevuCorporation Inc,443250
00867034,듀켐바이오,"DuChemBio Co, LTD",176750
00101664,경보제약,"KYONGBO PHARMACEUTICAL CO., LTD.",214390
00231691,판타지오,Fantagio Corp.,032800
00249034,드림라인,Dreamline Corporation,035430
00983040,한진칼,HANJINKAL,180640
01510489,프레스티지바이오파마,Prestige BioPharma Limited,950210
01524093,DL이앤씨,"DL E&C CO.,LTD.",375500
01596425,SK스퀘어,"SK Square Co., Ltd.",402340
01203507,에스엠비나,"SMVINA Co.,Ltd.",299670
01232192,티디에스팜,"TDSPHARM Co., Ltd.",464280
00144021,원풍물산,WonpungMulsan,008290
00656021,BF랩스,"BFLABS Co.,LTD.",139050
00209780,케이씨,"KC CO., LTD.",029460
00297448,플래스크,"Flask Co., Ltd.",041590
01181515,엘앤씨바이오,"L&C BIO Co., Ltd",290650
00390860,대산F&B,Daesan F&B Inc.,065150
01233465,동국생명과학,"DongKook Life Science Co., Ltd.",303810
00404941,한텍,HANTECH LTD.,098070
00149804,대유에이텍,"DAYOU AUTOMOTIVE SEAT TECHNOLOGY CO., LTD",002880
00265324,CJ ENM,"CJ ENM CO., Ltd.",035760
01014657,비즈니스온커뮤니케이션,"BusinessOn Communication Co.,Ltd",138580
01658831,오름테라퓨틱,"Orum Therapeutics, Inc.",475830
01307335,공구우먼,"09women Co., Ltd.",366030
00352064,프리엠스,FreeMs Corporation,053160
00173069,아진카인텍,AJINCARINTECH. INC.,011400
00402110,시큐브,"SECUVE Co., Ltd.",131090
01063237,플럼라인생명과학,"Plumbline Life Sciences, Inc.",222670
00136226,신성델타테크,"SHINSUNG DELTA TECH CO., LTD",065350
00682992,우리벤처파트너스,"Woori Venture Partners Co., Ltd.",298870
00454937,덕신이피씨,"DUKSHINEPC CO., LTD.",090410
00110547,링세오코리아,LYNXEO KOREA LTD,003050
00562245,태웅로직스,"Taewoong Logistics Co., Ltd.",124560
01860010,오션스바이오,"OceansBio Co., Ltd.",332190
01201970,셀레스트라,Celestra Inc.,352770
01351080,지아이이노베이션,GI Innovation Inc.,358570
00245472,티씨케이,"TOKAI CARBON KOREA CO., LTD",064760
00403793,바이브컴퍼니,VAIV company Inc.,301300
01113718,올릭스,"OliX Pharmaceuticals, Inc.",226950
00295370,제이앤케이인더스트리,"AIBIT Co., Ltd.",039230
00323868,웹케시,WebCash Corporation,053580
00525864,피앤씨테크,"PNC Technologies Co.,Ltd.",237750
00603348,케이아이엔엑스,"KINX, Inc.",093320
00369107,우리바이오,"WOOREE BIO CO., LTD",082850
00643656,위메이드맥스,"Wemade Max Co., Ltd.",101730
00351579,SGA,"SGA Co.,Ltd",049470
01667592,키움제7호기업인수목적,Kiwoom No.7 Special Purpose Acquisition Company,433530
01142260,에스엠씨지,"SMCG CO.,Ltd",460870
01022142,엠디바이스,"Mdevice Co., Ltd",226590
01118643,로보쓰리에이아이,"Robo3 Ai co.,Ltd",238500
00258102,지엔코,"Great New wave Coming Co., Ltd.",065060
00111689,아진전자부품,"AJIN ELECTRONIC COMPONENTS CO.,LTD",009320
00125965,KH 미래물산,"KH Mirae Corporation Co., Ltd.",111870
00797364,KC코트렐,"KC Cottrell Co., Ltd.",119650
00130408,서산,SeoSanCo.Ltd.,079650
01142400,이루다,"ILOODA Co.,Ltd",164060
00364795,레드로버,"REDROVER CO.,LTD",060300
00129235,삼화왕관,"SAMHWA CROWN & CLOSURE CO.,LTD",004450
00112059,상상인증권,"SANGSANGININVESTMENT&SECURITIES CO.,LTD.",001290
01641600,에이럭스,"ALUX Co., Ltd.",475580
00471068,덕산하이메탈,"DUKSANHIMETALCO.,LTD.",077360
01061558,덕산네오룩스,"DUK SAN NEOLUX CO.,LTD",213420
01064069,토박스코리아,"TOEBOX KOREA, Ltd.",215480
01504211,라메디텍,"LAMEDITECH Co., Ltd.",462510
01605529,버넥트,"VIRNECT Co., Ltd.",438700
00549891,케어젠,"CAREGEN CO.,LTD.",214370
01492651,큐로셀,Curocell Inc.,372320
00134510,SJG세종,"SJG SEJONG CO.,LTD",033530
00585608,커넥트웨이브,"Connectwave Co., Ltd.",119860
01210066,리파인,"REFINE Co., Ltd.",377450
01803927,에이유브랜즈,"AU BRANDZ Co., Ltd",481070
00255105,케이바이오,KBIO COMPANY Inc.,038530
01572489,한화플러스제2호기업인수목적,Hanwha Plus No 2 Special Purpose Acquisiton Company,386580
00766106,엣지파운드리,"Edge Foundry Co.,Ltd",105550
01204056,하이브,"HYBE Co., Ltd.",352820
00160588,한화,HANWHA CORP,000880
01559637,블루엠텍,"BLUEMTEC CO., LTD.",439580
00113562,롯데손해보험,"Lotte Non-Life Insurance Co., Ltd.",000400
00226316,호전실업,Hojeon Limited,111110
00577380,신진에스엠,"SINJIN SM CO.,LTD.",138070
01814233,미래에셋비전스팩4호,Mirae Asset Vision Special Purpose Acquisition 4 Company,477380
00307028,경남제약,"KYUNG NAM PHARM.CO.,LTD.",053950
01594764,신한제9호기업인수목적,Shinhan 9th Special Purpose Acquisition Company,405640
01344363,다원넥스뷰,"DAWON NEXVIEW CO.,LTD.",323350
01072518,디피코,"DPECO CO.,LTD.",163430
01217014,트윔,TWIM Corp,290090
00263140,휴스토리,"Hustory Co., Ltd.",046400
01381984,SKAI,"SKAI worldwide Co., Ltd.",357880
00160375,진양폴리우레탄,"CHINYANG POLY URETHANE CO.,LTD",010640
00164788,현대모비스,"HYUNDAI MOBIS CO.,LTD",012330
00216434,체리부로,"Cherrybro Co.,Ltd",066360
00132868,성안머티리얼스,"SEONG AN Materials CO.,LTD",011300
00119672,두올,DUAL,016740
00330044,캠시스,CammSys Corp.,050110
01583652,모니터랩,"MONITORAPP CO., LTD.",434480
01512575,코어라인소프트,"Coreline Soft Co., Ltd",384470
00190756,와이엔텍,"Y-ENTECCO.,LTD.",067900
01130885,바이오인프라생명과학,BioInfra Life Science Inc.,266470
01376715,디앤디파마텍,D&D Pharmatech Inc.,347850
01016309,한켐,"HANCHEM CO.,LTD",457370
01074862,메가스터디교육,MegaStudyEdu Co. Ltd,215200
00560982,바이오솔루션,"Bio Solution Co.,Ltd.",086820
00124504,포스코인터내셔널,POSCO INTERNATIONAL,047050
00128032,삼일제약,"SAMIL PHARMACEUTICAL CO.,LTD",000520
00145163,파미셀,"Pharmicell Co.,Ltd.",005690
00441243,형지엘리트,HYUNGJI ELITE INC.,093240
01281541,에피바이오텍,"Epi Biotech Co., Ltd.",446440
00164742,현대자동차,HYUNDAI MOTOR CO,005380
01867749,유비씨,"UVC Co., Ltd.",495810
01467336,창대정밀,CHANGDAE Precision,368030
01814589,디비금융스팩12호,"DB Finance No.12 Special Purpose Acquisition Co., Ltd.",477760
00842619,리가켐바이오,LigaChem Biosciences Inc.,141080
00112457,대주산업,Daejoo Inc.,003310
00264255,바텍,"ValueAddedTechnologyCo.,Ltd.",043150
00269922,인바디,"InBody Co., Ltd.",041830
00225706,JW생명과학,JW LIFESCIENCE CORPORATION,234080
00557508,GKL,"Grand Korea Leisure Co.,Ltd",114090
01336735,펨토바이오메드,Femtobiomed Inc.,327610
00681142,쌍방울,SBW,102280
01540453,에이직랜드,"ASICLAND Co.,Ltd",445090
00257149,지더블유바이텍,"GW Vitek CO.,LTD.",036180
00373021,테라사이언스,"TERA SCIENCE Co.,LTD",073640
01866528,교보17호스팩,Kyobo 17 Special Purpose Acquisition Company,489210
01853214,신한제14호스팩,Shinhan 14th Special Purpose Acquisition Company,487360
00173795,신흥,"SHINHUNG CO.,LTD",004080
00129013,CJ씨푸드,CJ SEAFOOD CORPORATION,011150
00135795,신도리코,"SINDOH CO.,LTD ",029530
00406329,루멘스,"LUMENS CO., LTD.",038060
00161125,한온시스템,Hanon Systems,018880
00596260,투비소프트,"TOBESOFT Co., Ltd.",079970
00138792,아시아나항공,Asiana Airlines Inc.,020560
00651901,에어부산,"Air Busan Co., Ltd",298690
00136004,신라에스지,"SILLA SG CO., LTD.",025870
00992543,LK삼양,"LK SAMYANG CO., LTD",225190
00490090,이지케어텍,"ezCaretech Co., LTD",099750
01854408,신한제15호스팩,Shinhan 15th Special Purpose Acquisition Company,487830
01620713,교보12호기업인수목적,Kyobo 12 Special Purpose Acquisition Company,421800
01207901,사이냅소프트,Synapsoft Corp.,466410
01847550,하나34호스팩,Hana Thirty-four Special  Purpose Acquisition Company,484130
00121039,명문제약,"MYUNGMOON PHARM CO.,LTD",017180
00458562,에이티세미콘,"JHCOS Co., Ltd.",089530
00159731,글로본,"GLOBON CO., LTD.",019660
01616808,키움제6호기업인수목적,Kiwoom No. 6 Special Purpose Acquisition Company,413600
01016886,테크엔,"TECHEN Co.,Ltd",308700
00159193,한국전력공사,KOREA ELECTRIC POWER CORPORATION,015760
00105271,케이씨씨,KCC Corporation,002380
01259311,푸드나무,"FOODNAMOO, INC.",290720
01031229,한국비티비,"BTB Korea Co.,Ltd",219750
01384787,시프트업,SHIFT UP Corporation.,462870
00124090,한국특강,"KOREA STEEL CO.,LTD",007280
00123523,창해에탄올,"Changhae Ethanol Co., Ltd.",004650
00124197,세아제강지주,SeAH Steel Holdings Corporation,003030
00264945,나이스정보통신,NICE INFORMATION & TELECOMMUNICATION INC.,036800
00276834,KX하이텍,"KX HITECH CO.,LTD",052900
00307897,신한카드,"Shinhan Card Co.,Ltd",032710
00513948,녹십자엠에스,Green Cross Medical Science Corporation,142280
00367844,자이에스앤디,Xi S&D Inc.,317400
01194689,HD현대마린솔루션,"HD Hyundai Marine Solution Co., Ltd",443060
00831428,옵투스제약,"OPTUS Pharmaceutical Co., Ltd.",131030
01205851,HD현대일렉트릭,"HD HYUNDAI ELECTRIC CO.,LTD",267260
00970453,파마리서치,"PharmaResearch Co., Ltd.",214450
01236897,제일약품,"JEIL PHARMACEUTICAL CO.,LTD",271980
01010642,지씨셀,GC CELL CORPORATION,144510
01217829,엔에프씨,NFC Corporation,265740
01489648,솔브레인,"Soulbrain Co., Ltd.",357780
00108065,에코바이브,"EcoVive Co., Ltd.",015540
00317210,성호전자,SUNGHO ELECTRONICS CORP.,043260
00971090,어스앤에어로스페이스,Earth & Aerospace Manufacturing Ind. Co. Ltd,263540
00153278,서연탑메탈,"SEOYON TOPMETAL CO., LTD.",019770
00493325,에이엘티,"ALT Co.,Ltd.",172670
01357765,큐라티스,Quratis Inc.,348080
00111704,한화오션,"Hanwha Ocean Co., Ltd.",042660
00260408,팜스코,FARMSCO,036580
01182408,소프트캠프,"SOFTCAMP CO., LTD",258790
01636565,루미르,Lumir Inc.,474170
00405959,스타플렉스,"STARFLEX CO., LTD",115570
00365989,모나용평,"MONA YONGPYONG CO.,LTD ",070960
