rcept_no,rcept_dt,corp_code,corp_name,repror,isu_exctv_rgist_at,isu_exctv_ofcps,isu_main_shrholdr,sp_stock_lmp_cnt,sp_stock_lmp_irds_cnt,sp_stock_lmp_rate,sp_stock_lmp_irds_rate
20250106000085,2025-01-06,00631518,SK Innovation,박지수,Unregistered executive,E&S기업문화실장,-,"2,500","2,500",0.00,0.00
20250108000504,2025-01-08,00631518,SK Innovation,손기복,Unregistered executive,부사장,-,11,11,0.00,0.00
20250415000560,2025-04-15,00631518,SK Innovation,공성도,Registered executive,사외이사,-,87,87,0.00,0.00
20240119000314,2024-01-19,01035289,STAR SM Real Estate Investment Trust,모두투어,-,-,10%이상주주,0,"-3,300,000",0,-42.16
20240124000477,2024-01-24,01035289,STAR SM Real Estate Investment Trust,알136,-,-,사실상지배주주,"1,353,846","1,353,846",17.30,17.30
20240124000490,2024-01-24,01035289,STAR SM Real Estate Investment Trust,포르투나1호투자조합,-,-,10%이상주주,"733,832","733,832",9.38,9.38
20240124000496,2024-01-24,01035289,STAR SM Real Estate Investment Trust,우리투자조합,-,-,10%이상주주,"846,154","846,154",10.81,10.81
20240419000732,2024-04-19,01035289,STAR SM Real Estate Investment Trust,우리투자조합,-,-,10%이상주주,"616,154","-230,000",7.87,-2.94
20240628001017,2024-06-28,01035289,STAR SM Real Estate Investment Trust,알136,-,-,사실상지배주주,"874,615","-479,231",11.17,-6.13
20241211000412,2024-12-11,00119140,HANDS CORPORATION,장재혁,Registered executive,전무,-,"40,000","40,000",0.18,0.18
20250604000256,2025-06-04,00119140,HANDS CORPORATION,장재혁,Registered executive,전무,-,"50,000","10,000",0.23,0.05
20250716000205,2025-07-16,00119140,HANDS CORPORATION,승현창,Registered executive,대표이사,Shareholders holding 10% or more,"9,142,761","200,000",41.42,0.52
20240522000198,2024-05-22,00151298,DSR WIRE CORP,홍하종,Registered executive,대표이사,사실상지배주주,"3,772,430","-50,000",26.20,-0.34
20240522000224,2024-05-22,00151298,DSR WIRE CORP,홍석빈,Registered executive,대표이사,사실상지배주주,"2,311,820","-130,000",16.05,-0.91
20240522000230,2024-05-22,00151298,DSR WIRE CORP,홍승현,Registered executive,본부장,-,"81,228","-280,000",0.56,-1.95
20240723000194,2024-07-23,00151298,DSR WIRE CORP,홍석빈,Registered executive,대표이사,사실상지배주주,"583,820","-1,728,000",4.05,-12.00
20241002000469,2024-10-02,00151298,DSR WIRE CORP,홍하종,Registered executive,대표이사,사실상지배주주,"3,272,430","-500,000",22.73,-3.47
20241002000480,2024-10-02,00151298,DSR WIRE CORP,홍승현,Registered executive,본부장,-,"581,228","500,000",4.04,3.48
20241206000271,2024-12-06,00151298,DSR WIRE CORP,홍승현,Registered executive,본부장,-,"599,125","17,897",4.16,0.12
20241206000275,2024-12-06,00151298,DSR WIRE CORP,홍유경,Unregistered executive,본부장,-,"317,498","5,923",2.20,0.04
20241216000094,2024-12-16,00151298,DSR WIRE CORP,홍유경,Unregistered executive,본부장,-,"318,489",991,2.21,0.01
20250207000627,2025-02-07,00151298,DSR WIRE CORP,홍유경,Unregistered executive,본부장,-,"324,489","6,000",2.25,0.04
20231121000283,2023-11-21,01261893,KCTECH,고석태,Registered executive,사내이사,-,"968,292","-1,038,770",4.64,-4.98
20231121000296,2023-11-21,01261893,KCTECH,고상걸,Registered executive,사내이사,-,"1,511,753","417,231",7.25,2.00
20240221001771,2024-02-21,01261893,KCTECH,고상걸,Registered executive,사내이사,-,"1,336,753","-175,000",6.41,-0.84
20240719000319,2024-07-19,01261893,KCTECH,고상걸,Registered executive,사내이사,-,"1,307,953","-28,800",6.27,-0.14
20250327000434,2025-03-27,01261893,KCTECH,양호근,Registered executive,대표이사,-,"3,109","3,109",0.02,0.02
20250327000460,2025-03-27,01261893,KCTECH,최동규,Registered executive,대표이사,-,"2,309","2,309",0.01,0.01
20250514000579,2025-05-14,01261893,KCTECH,케이씨,-,-,Shareholders holding 10% or more,"7,107,413","889,943",34.35,4.55
20240402000441,2024-04-02,00173102,MONALISA,유영찬,Unregistered executive,이사,-,0,"-1,000",0.00,-0.0027
20240402000395,2024-04-02,00173102,MONALISA,손석우,Registered executive,전무,-,"10,000","10,000",0.0273,0.0273
20240215001215,2024-02-15,01386916,SK ie technology,김철중,Registered executive,대표이사,-,"1,718","1,718",0.00,0.00
20240313000428,2024-03-13,01386916,SK ie technology,이상준,Unregistered executive,실장,-,"5,714","5,714",0.01,0.01
20240313000472,2024-03-13,01386916,SK ie technology,이상준,Unregistered executive,실장,-,0,"-5,714",0,-0.01
20240703000004,2024-07-03,01386916,SK ie technology,강율리,Registered executive,사외이사,-,"1,735",913,0.00,0.00
20240703000555,2024-07-03,01386916,SK ie technology,송의영,Registered executive,사외이사,-,"1,735",913,0.00,0.00
20240704000050,2024-07-04,01386916,SK ie technology,안진호,Registered executive,사외이사,-,"1,735",913,0.00,0.00
20240708000129,2024-07-08,01386916,SK ie technology,김태현,Registered executive,사외이사,-,"1,735",913,0.00,0.00
20250624000159,2025-06-24,00109514,Tway Holdings,예림당,-,-,Effective controlling shareholders,0,"-44,473,577",0,-40.63
20250624000166,2025-06-24,00109514,Tway Holdings,나성훈,Registered executive,이사,-,0,"-3,650,029",0,-4.71
20250624000194,2025-06-24,00109514,Tway Holdings,나춘호,-,-,Effective controlling shareholders,0,"-2,238,805",0,-2.89
20250624000203,2025-06-24,00109514,Tway Holdings,황정현,Registered executive,대표이사,-,0,"-1,981,588",0,-2.56
20250701000432,2025-07-01,00109514,Tway Holdings,소노인터내셔널,-,-,Shareholders holding 10% or more,"52,343,999","52,343,999",46.26,46.26
20230914000263,2023-09-14,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,10%이상주주,"1,290,168",479,7.85,0.01
20230925000342,2023-09-25,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,10%이상주주,"1,291,468","1,300",7.86,0.01
20231017000206,2023-10-17,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,10%이상주주,"1,293,056","1,588",7.87,0.01
20231027000310,2023-10-27,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,10%이상주주,"1,297,818","4,762",7.89,0.02
20240401003375,2024-04-01,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,10%이상주주,"1,304,217","6,399",7.93,0.04
20240401003409,2024-04-01,00136721,SHINYOUNG SECURITIES,황성엽,Registered executive, 대표이사,-,"22,498","2,800",0.14,0.02
20240401003448,2024-04-01,00136721,SHINYOUNG SECURITIES,김동준,Unregistered executive, 상무,-,"2,500",500,0.02,0.01
20240415000876,2024-04-15,00136721,SHINYOUNG SECURITIES,원국희,-,-,10%이상주주,"1,713,810",0,10.42,0.00
20240415000900,2024-04-15,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,사실상지배주주,"1,304,217",0,7.93,0.00
20240415000928,2024-04-15,00136721,SHINYOUNG SECURITIES,황성엽,Registered executive, 대표이사,-,"22,498",0,0.14,0.00
20240416000178,2024-04-16,00136721,SHINYOUNG SECURITIES,이시복,Unregistered executive,상무,-,470,0,0.00,0.00
20240716000203,2024-07-16,00136721,SHINYOUNG SECURITIES,황성엽,Registered executive, 대표이사,-,"22,648",150,0.14,0.00
20240716000204,2024-07-16,00136721,SHINYOUNG SECURITIES,홍성혜,Unregistered executive,전무,-,1,1,0.00,0.00
20240802000246,2024-08-02,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,사실상지배주주,"1,306,465","2,248",7.95,0.02
20240814002703,2024-08-14,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,사실상지배주주,"1,308,625","2,160",7.96,0.01
20241105000116,2024-11-05,00136721,SHINYOUNG SECURITIES,조성환,Unregistered executive,이사,-,11,11,0.00,0.00
20241218000224,2024-12-18,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,사실상지배주주,"1,311,251","2,626",7.98,0.02
20241218000230,2024-12-18,00136721,SHINYOUNG SECURITIES,황성엽,Registered executive, 대표이사,-,"22,848",200,0.14,0.00
20250320000823,2025-03-20,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,Effective controlling shareholders,"1,329,848","18,597",8.09,0.11
20250320000838,2025-03-20,00136721,SHINYOUNG SECURITIES,황성엽,Registered executive, 대표이사,-,"23,348",500,0.14,0.00
20250326000839,2025-03-26,00136721,SHINYOUNG SECURITIES,김동준,Unregistered executive, 상무,-,"3,000",500,0.02,0.00
20250401002990,2025-04-01,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,Effective controlling shareholders,"1,337,959","8,111",8.14,0.05
20250401003050,2025-04-01,00136721,SHINYOUNG SECURITIES,황성엽,Registered executive, 대표이사,-,"26,245","2,897",0.16,0.02
20250410002144,2025-04-10,00136721,SHINYOUNG SECURITIES,원종석,Registered executive, 대표이사,Effective controlling shareholders,"1,347,014","9,055",8.19,0.05
20250410002175,2025-04-10,00136721,SHINYOUNG SECURITIES,황성엽,Registered executive, 대표이사,-,"26,745",500,0.16,0.00
20250429000709,2025-04-29,00136721,SHINYOUNG SECURITIES,박은실,Unregistered executive,이사,-,385,385,0.00,0.00
20230823000280,2023-08-23,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"19,725,483","333,674",32.47,0.55
20230829000542,2023-08-29,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"20,036,557","311,074",32.98,0.51
20230904000149,2023-09-04,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"20,351,216","314,659",33.50,0.52
20230908000302,2023-09-08,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"20,401,064","49,848",33.58,0.08
20230914000230,2023-09-14,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"20,590,207","189,143",33.89,0.31
20231012000309,2023-10-12,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"20,834,354","244,147",34.29,0.40
20231018000290,2023-10-18,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"20,876,340","41,986",34.36,0.07
20231123000272,2023-11-23,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"20,883,046","6,706",34.37,0.01
20231208000415,2023-12-08,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"20,904,897","21,851",34.41,0.04
20231214000340,2023-12-14,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,053,589","148,692",34.65,0.24
20231221000364,2023-12-21,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,104,091","50,502",34.74,0.09
20240102000180,2024-01-02,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,172,813","68,722",34.85,0.11
20240109000208,2024-01-09,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,192,655","19,842",34.88,0.03
20240118000177,2024-01-18,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,258,114","65,459",34.99,0.11
20240124000347,2024-01-24,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,314,338","56,224",35.08,0.09
20240131000364,2024-01-31,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,315,364","1,026",35.09,0.01
20240222001789,2024-02-22,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,448,595","133,231",35.31,0.22
20240228007034,2024-02-28,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,453,526","4,931",35.31,0.00
20240307000598,2024-03-07,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,514,347","60,821",35.41,0.10
20240313000885,2024-03-13,00195229,Misto Holdings Corporation,피에몬테,-,-,10%이상주주,"21,522,814","8,467",35.43,0.02
20250206000472,2025-02-06,00195229,Misto Holdings Corporation,정상희,Unregistered executive,실장,-,300,300,0.00,0.00
20250404003298,2025-04-04,00195229,Misto Holdings Corporation,김해성,Registered executive,사외이사,-,0,"-2,800",0.00,-0.00
20230908000044,2023-09-08,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"849,720","2,133",1.68,0.00
20231006000553,2023-10-06,00679314,DONGSUNG CHEMICAL,노중식,Unregistered executive,상무,-,"22,222","22,222",0.04,0.04
20231013000024,2023-10-13,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"852,106","2,386",1.69,0.01
20231110000019,2023-11-10,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"854,449","2,343",1.69,0.00
20231208000024,2023-12-08,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"856,661","2,212",1.70,0.01
20240112000028,2024-01-12,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"858,891","2,230",1.70,0.00
20240208000057,2024-02-08,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"861,071","2,180",1.71,0.01
20240308000027,2024-03-08,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"863,223","2,152",1.71,0.00
20240322000049,2024-03-22,00679314,DONGSUNG CHEMICAL,이만우,Registered executive,대표이사,-,"7,500","1,500",0.02,0.01
20240415000262,2024-04-15,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"865,314","2,091",1.71,0.00
20240509000067,2024-05-09,00679314,DONGSUNG CHEMICAL,조성원,Unregistered executive,부사장,-,"5,000","2,000",0.01,0.00
20240514001375,2024-05-14,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"867,427","2,113",1.72,0.01
20240611000034,2024-06-11,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"869,617","2,190",1.72,0.00
20240712000030,2024-07-12,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"871,873","2,256",1.73,0.01
20240812000067,2024-08-12,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"874,275","2,402",1.73,0.00
20240812000073,2024-08-12,00679314,DONGSUNG CHEMICAL,이만우,Registered executive,대표이사,-,"9,000","1,500",0.02,0.00
20240910000034,2024-09-10,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"876,536","2,261",1.74,0.01
20241011000030,2024-10-11,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"878,780","2,244",1.74,0.00
20241108000022,2024-11-08,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"881,082","2,302",1.74,0.00
20241210000038,2024-12-10,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"883,664","2,582",1.75,0.01
20250110000232,2025-01-10,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,사실상지배주주,"886,320","2,656",1.76,0.01
20250409000754,2025-04-09,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,Effective controlling shareholders,"889,811","3,491",1.75,-0.01
20250409000496,2025-04-09,00679314,DONGSUNG CHEMICAL,디에스티아이,-,-,Shareholders holding 10% or more,"20,851,450","206,450",41.56,0.01
20250409000789,2025-04-09,00679314,DONGSUNG CHEMICAL,이만우,Registered executive,대표이사,-,"9,090",90,0.02,0.00
20250409001010,2025-04-09,00679314,DONGSUNG CHEMICAL,노중식,Unregistered executive,상무,-,"22,444",222,0.04,0.00
20250409000823,2025-04-09,00679314,DONGSUNG CHEMICAL,신성희,Unregistered executive,부사장,-,"3,535",35,0.01,0.00
20250409000835,2025-04-09,00679314,DONGSUNG CHEMICAL,조성원,Unregistered executive,부사장,-,"5,050",50,0.01,0.00
20250409000846,2025-04-09,00679314,DONGSUNG CHEMICAL,하재량,Unregistered executive,상무,-,"3,361",33,0.01,0.00
20250409000968,2025-04-09,00679314,DONGSUNG CHEMICAL,신형철,Unregistered executive,상무,-,"7,397",73,0.01,-0.01
20250409000982,2025-04-09,00679314,DONGSUNG CHEMICAL,정덕우,Unregistered executive,상무,-,"1,006",9,0.00,0.00
20250711000405,2025-07-11,00679314,DONGSUNG CHEMICAL,백진우,Registered executive,대표이사,Effective controlling shareholders,"892,044","2,233",1.75,0.00
20250714000162,2025-07-14,00679314,DONGSUNG CHEMICAL,노중식,Unregistered executive,상무,-,0,"-22,444",0.00,-0.04
20230925000381,2023-09-25,01760738,OCI Company,OCI홀딩스,-,-,10%이상주주,"2,472,450","2,472,450",33.25,33.25
20231201000101,2023-12-01,01760738,OCI Company,김종길,Unregistered executive,상무보,-,4,4,0.00,0.00
20240126000575,2024-01-26,01760738,OCI Company,OCI홀딩스,-,-,10%이상주주,"4,026,256","1,553,806",44.78,11.53
20240513000591,2024-05-13,01760738,OCI Company,주정용,Unregistered executive,상무,-,11,11,0.00,0.00
20241126000288,2024-11-26,01760738,OCI Company,이수미,Unregistered executive,부사장,-,460,460,0.00,0.00
20241126000291,2024-11-26,01760738,OCI Company,김유신,Registered executive,대표이사,-,808,796,0.01,0.01
20241203000033,2024-12-03,01760738,OCI Company,황세연,Unregistered executive,전무,-,335,320,0.00,0.00
20250212000327,2025-02-12,01760738,OCI Company,김원현,Unregistered executive,사장,-,951,796,0.01,0.01
20230906000222,2023-09-06,00728638,HANSAE,국민연금공단,-,-,10%이상주주,"4,031,213","4,031,213",10.08,10.08
20231010000158,2023-10-10,00728638,HANSAE,국민연금공단,-,-,10%이상주주,"4,184,209","152,996",10.46,0.38
20240104000246,2024-01-04,00728638,HANSAE,국민연금공단,-,-,10%이상주주,"4,389,519","205,310",10.97,0.51
20240403003294,2024-04-03,00728638,HANSAE,국민연금공단,-,-,10%이상주주,"4,260,846","-128,673",10.65,-0.32
20240703000149,2024-07-03,00728638,HANSAE,국민연금공단,-,-,10%이상주주,"4,568,318","307,472",11.42,0.77
20241008000481,2024-10-08,00728638,HANSAE,국민연금공단,-,-,10%이상주주,"4,281,197","-287,121",10.70,-0.72
20250107000372,2025-01-07,00728638,HANSAE,국민연금공단,-,-,10%이상주주,"4,303,651","22,454",10.76,0.06
20250402003546,2025-04-02,00728638,HANSAE,국민연금공단,-,-,Shareholders holding 10% or more,"4,045,890","-257,761",10.11,-0.65
20250410002049,2025-04-10,00728638,HANSAE,국민연금공단,-,-,Shareholders holding 10% or more,"3,973,432","-72,458",9.93,-0.18
20240102000381,2024-01-02,00162416,HANYANG SECURITIES,김세중,Unregistered executive,상무,-,"24,038","9,500",0.18,0.07
20250106000334,2025-01-06,00162416,HANYANG SECURITIES,안재홍,Unregistered executive,상무,-,"1,638","1,638",0.01,0.01
20250106000369,2025-01-06,00162416,HANYANG SECURITIES,이준규,Unregistered executive,상무,-,"60,000","60,000",0.45,0.45
20250106000385,2025-01-06,00162416,HANYANG SECURITIES,조달호,Unregistered executive,상무,-,600,600,0.00,0.00
20250402001947,2025-04-02,00162416,HANYANG SECURITIES,배성수,Unregistered executive,상무,-,"10,000","10,000",0.08,0.08
20250502000406,2025-05-02,00162416,HANYANG SECURITIES,조장곤,Registered executive,감사,-,0,0,0,0
20250618000384,2025-06-18,00162416,HANYANG SECURITIES,케이씨지아이제2호사모투자,-,-,Shareholders holding 10% or more,"3,766,973","3,766,973",28.42,28.42
20250625000376,2025-06-25,00162416,HANYANG SECURITIES,백남관광,-,-,Shareholders holding 10% or more,"46,293","-1,381,149",0.35,-10.42
20250625000530,2025-06-25,00162416,HANYANG SECURITIES,학교법인한양학원,-,-,Shareholders holding 10% or more,"712,855","-1,437,590",5.38,-10.85
20241112000329,2024-11-12,00968607,The BORN Korea,강석원,Registered executive,대표이사,10%이상주주,"2,076,660","2,076,660",14.36,14.36
20241112000065,2024-11-12,00968607,The BORN Korea,백종원,Registered executive,대표이사,사실상지배주주,"8,792,850","8,792,850",60.78,60.78
20240108000170,2024-01-08,00671376,T'way Air,공병욱,Unregistered executive,상무보,-,"61,634","61,634",0.03,0.03
20240108000173,2024-01-08,00671376,T'way Air,황영조,Unregistered executive,상무보,-,"53,524","53,524",0.03,0.03
20240226005258,2024-02-26,00671376,T'way Air,더블유밸류업,-,-,10%이상주주,"57,664,209","5,053,285",26.77,0.98
20240701000633,2024-07-01,00671376,T'way Air,더블유밸류업,-,-,10%이상주주,"25,572,742","-32,091,467",11.87,-14.90
20240705000291,2024-07-05,00671376,T'way Air,소노인터내셔널,-,-,10%이상주주,"57,664,209","57,664,209",26.77,26.77
20240725000034,2024-07-25,00671376,T'way Air,박성섭,Unregistered executive,상무보,-,"87,104","84,104",0.04,0.04
20240802000321,2024-08-02,00671376,T'way Air,더블유밸류업,-,-,10%이상주주,0,"-25,572,742",0,-11.87
20240805000011,2024-08-05,00671376,T'way Air,소노스퀘어,-,-,10%이상주주,"21,537,898","21,537,898",10.00,10.00
20240805000060,2024-08-05,00671376,T'way Air,소노인터내셔널,-,-,10%이상주주,"36,126,311","-21,537,898",16.77,-10.00
20240912000026,2024-09-12,00671376,T'way Air,박성섭,Unregistered executive,상무보,-,"78,504","-8,600",0.04,0.00
20241018000045,2024-10-18,00671376,T'way Air,유근태,Unregistered executive,상무,-,"122,402","-10,000",0.06,0.00
20241018000047,2024-10-18,00671376,T'way Air,박종범,Unregistered executive,상무보,-,"180,205","180,205",0.08,0.08
20241101000021,2024-11-01,00671376,T'way Air,박성섭,Unregistered executive,상무보,-,"72,504","-6,000",0.03,-0.01
20241101000024,2024-11-01,00671376,T'way Air,윤성범,Unregistered executive,상무보,-,"30,404","30,404",0.01,0.01
20241108000036,2024-11-08,00671376,T'way Air,유근태,Unregistered executive,상무,-,"112,402","-10,000",0.05,-0.01
20241218000036,2024-12-18,00671376,T'way Air,박성섭,Unregistered executive,상무보,-,"66,104","-6,400",0.03,-0.00
20250108000028,2025-01-08,00671376,T'way Air,최은영,Unregistered executive,상무보,-,"2,789","2,789",0.00,0.00
20250108000465,2025-01-08,00671376,T'way Air,하승홍,Unregistered executive,임원기장,-,"12,165","12,165",0.01,0.01
20250114000212,2025-01-14,00671376,T'way Air,박성섭,Unregistered executive,상무,-,"56,104","-10,000",0.03,-0.00
20250123000095,2025-01-23,00671376,T'way Air,이현용,Unregistered executive,상무보,-,"53,982","26,954",0.03,0.02
20250123000098,2025-01-23,00671376,T'way Air,박인섭,Unregistered executive,상무보,-,"30,506","27,754",0.01,0.01
20250207000136,2025-02-07,00671376,T'way Air,유근태,Unregistered executive,전무,-,"110,704","-1,698",0.05,-0.00
20250207000141,2025-02-07,00671376,T'way Air,정창희,Registered executive,전무,-,"116,226","116,226",0.05,0.05
20230922000359,2023-09-22,00122825,Inscobee,구자갑,Registered executive,대표이사,-,"703,950","59,000",0.61,0.05
20240124000445,2024-01-24,00122825,Inscobee,유인수,Registered executive,대표이사,-,"4,680,792","-214,285",4.04,-0.32
20240206000158,2024-02-06,00122825,Inscobee,구자갑,Registered executive,대표이사,-,"803,450","99,500",0.69,0.08
20240702000186,2024-07-02,00122825,Inscobee,구자갑,Registered executive,대표이사,-,"808,450","5,000",0.69,0.00
20240711000282,2024-07-11,00122825,Inscobee,유인수,Registered executive,대표이사,-,"4,719,258","38,466",4.01,-0.03
20250613000200,2025-06-13,00122825,Inscobee,유인수,Registered executive,대표이사,Effective controlling shareholders,"4,966,760","247,502",4.09,0.08
20250613000202,2025-06-13,00122825,Inscobee,구자갑,Registered executive,대표이사,-,"869,941","61,491",0.72,0.03
20250613000234,2025-06-13,00122825,Inscobee,밀레니엄홀딩스,-,최대주주,Effective controlling shareholders,"5,130,195","-276,432",4.22,-2.95
20250721000171,2025-07-21,00122825,Inscobee,김병진,Unregistered executive,전무,-,"2,100","-4,000",0.01,0
20240716000247,2024-07-16,01428203,KCC GLASS Corporation,정몽익,Registered executive,회장,10%이상주주,"4,236,439","73,746",26.53,0.47
20240724000416,2024-07-24,01428203,KCC GLASS Corporation,정몽익,Registered executive,회장,10%이상주주,"4,294,403","57,964",26.89,0.36
20240801000240,2024-08-01,01428203,KCC GLASS Corporation,정몽익,Registered executive,회장,10%이상주주,"4,304,702","10,299",26.95,0.06
20240814002206,2024-08-14,01428203,KCC GLASS Corporation,정몽익,Registered executive,회장,10%이상주주,"4,331,761","27,059",27.12,0.17
20240823000439,2024-08-23,01428203,KCC GLASS Corporation,정몽익,Registered executive,회장,10%이상주주,"4,336,672","4,911",27.15,0.03
20230823000315,2023-08-23,00113058,HANWHA LIFE INSURANCE,조현호,Unregistered executive,상무,-,"11,520","4,000",0.0013,0.0004
20230824000409,2023-08-24,00113058,HANWHA LIFE INSURANCE,이명언,Unregistered executive,상무,-,"9,690","4,545",0.0011,0.0005
20230908000106,2023-09-08,00113058,HANWHA LIFE INSURANCE,김수영,Unregistered executive,상무,-,"2,500","2,500",0.0003,0.0003
20231005000493,2023-10-05,00113058,HANWHA LIFE INSURANCE,황진우,Unregistered executive,부사장,-,"58,957","8,320",0.0068,0.0010
20231010000516,2023-10-10,00113058,HANWHA LIFE INSURANCE,김종민,Unregistered executive,상무,-,"9,879","9,879",0.0011,0.0011
20231012000301,2023-10-12,00113058,HANWHA LIFE INSURANCE,임석현,Unregistered executive,전무,-,"77,777","13,777",0.0090,0.0016
20231027000379,2023-10-27,00113058,HANWHA LIFE INSURANCE,신충호,Registered executive,전무,-,"45,678","1,000",0.0053,0.0002
20231107000264,2023-11-07,00113058,HANWHA LIFE INSURANCE,박성수,Unregistered executive,상무,-,"9,580","9,580",0.0011,0.0011
20231107000265,2023-11-07,00113058,HANWHA LIFE INSURANCE,홍정표,Unregistered executive,부사장,-,"46,166","4,500",0.0053,0.0005
20231107000269,2023-11-07,00113058,HANWHA LIFE INSURANCE,양길섭,Unregistered executive,상무,-,"12,838","12,838",0.0015,0.0015
20231107000277,2023-11-07,00113058,HANWHA LIFE INSURANCE,김호두,Unregistered executive,상무,-,"2,441","2,441",0.0003,0.0003
20240226005581,2024-02-26,00113058,HANWHA LIFE INSURANCE,윤종국,Unregistered executive,상무,-,"21,000","11,000",0.0024,0.0013
20240226005793,2024-02-26,00113058,HANWHA LIFE INSURANCE,김준일,Unregistered executive,상무,-,"3,500","3,500",0.0004,0.0004
20240305000476,2024-03-05,00113058,HANWHA LIFE INSURANCE,김수영,Unregistered executive,상무,-,"3,100",600,0.0004,0.0001
20240305000469,2024-03-05,00113058,HANWHA LIFE INSURANCE,배재현,Unregistered executive,상무,-,"20,000","8,000",0.0023,0.0009
20240305000463,2024-03-05,00113058,HANWHA LIFE INSURANCE,김준일,Unregistered executive,상무,-,"7,000","3,500",0.0008,0.0004
20240305000431,2024-03-05,00113058,HANWHA LIFE INSURANCE,이경섭,Unregistered executive,상무,-,"21,534","4,912",0.0025,0.0006
20240305000401,2024-03-05,00113058,HANWHA LIFE INSURANCE,박성규,Unregistered executive,상무,-,"12,000","8,000",0.0014,0.0009
20240305000521,2024-03-05,00113058,HANWHA LIFE INSURANCE,조현호,Unregistered executive,상무,-,"15,040","3,520",0.0017,0.0004
20240307000874,2024-03-07,00113058,HANWHA LIFE INSURANCE,UM HELEN JISUN,Unregistered executive,상무,-,"2,788","2,788",0.0003,0.0003
20240312000656,2024-03-12,00113058,HANWHA LIFE INSURANCE,엄성민,Unregistered executive,전무,-,"43,188","1,947",0.0050,0.0003
20240401004173,2024-04-01,00113058,HANWHA LIFE INSURANCE,김중원,Registered executive,부사장,-,"160,000","40,000",0.0184,0.0046
20240401004160,2024-04-01,00113058,HANWHA LIFE INSURANCE,신민식,Unregistered executive,전무,-,"6,226",926,0.0007,0.0001
20240401004231,2024-04-01,00113058,HANWHA LIFE INSURANCE,여치경,Unregistered executive,상무,-,"34,717","7,125",0.0040,0.0008
