rcept_no,corp_cls,corp_code,corp_name,nmpr,jan_avrg_mendng_am,mendng_totamt,rm,stlm_dt
20250317000790,Y,00356370,LG생활건강,8,"707,000,000","4,946,000,000",-,2024-12-31
20250318001091,Y,00878696,에스케이바이오팜,7,"285,000,000","1,994,000,000",-,2024-12-31
20250318000565,Y,01267170,SK케미칼,7,"376,000,000","2,635,000,000",-,2024-12-31
20250320001596,Y,00181943,에스제이엠홀딩스,4,"203,200,000","812,800,000",-,2024-12-31
20250317000896,Y,00595191,후성,6,"193,193,000","965,967,000",-,2024-12-31
20250318001079,Y,00136271,신성이엔지,6,"499,000,000","2,992,000,000",-,2024-12-31
20250313000809,Y,00149239,조일알미늄,7,"141,238,000","988,664,000",-,2024-12-31
20250320000299,Y,00104768,가온전선,6,"259,000,000","1,555,000,000",-,2024-12-31
20250313000850,Y,00118266,DRB동일,5,"100,690,000","503,450,000",-,2024-12-31
20250318000993,Y,00382199,신한지주,11,"206,000,000","2,263,000,000",-,2024-12-31
20250317000787,Y,00167208,흥아해운,6,"231,116,000","693,348,000",-,2024-12-31
20250314001522,Y,00545716,롯데렌탈,9,"202,000,000","1,815,000,000",-,2024-12-31
20250313000132,Y,00767460,PI첨단소재,7,"63,000,000","440,000,000",-,2024-12-31
20250312000525,Y,00972503,일진하이솔루스,6,"87,392,000","524,354,000",-,2024-12-31
20250327000348,Y,01205842,HD현대건설기계,5,"218,976,000","1,094,880,000",-,2024-12-31
20250320000952,Y,00152729,광전자,4,"84,000,000","335,000,000",-,2024-12-31
20250317001025,Y,00360595,현대글로비스,7,"307,000,000","2,148,000,000","얀예빈왕, 타나카조나단마샤스웨
기타비상무이사는 급여를
받지 않아 미적용",2024-12-31
20250312001070,Y,00403632,현대퓨처넷,6,"218,000,000","1,310,000,000",-,2024-12-31
20250318001322,Y,00161860,한성기업,5,"210,000,000","1,051,000,000",-,2024-12-31
20250321000678,Y,00480950,이아이디,10,"37,000,000","372,000,000",-,2024-12-31
20250318001045,Y,00428251,현대백화점,9,"905,000,000","8,141,000,000",-,2024-12-31
20250515002241,Y,00135962,신라교역,5,"386,131,000","1,930,655,000",-,2024-12-31
20250326000026,Y,00447609,비에이치,6,"761,000,000","4,563,000,000",-,2024-12-31
20250321001823,Y,00106119,금양,10,"234,723,000","2,347,229,000",-,2024-12-31
20250320000999,Y,00108940,대성홀딩스,7,"524,000,000","3,671,000,000",-,2024-12-31
20250319001012,Y,01205709,HD현대,5,"443,358,000","2,216,790,000",-,2024-12-31
20250321001884,Y,00140964,영원무역홀딩스,6,"1,266,000,000","7,597,000,000",-,2024-12-31
20250317000724,Y,01199550,HD현대에너지솔루션,5,"155,070,000","775,352,000",-,2024-12-31
20250318001413,Y,01010110,더블유게임즈,6,"92,000,000","550,000,000",-,2024-12-31
20250314000805,Y,01721809,현대그린푸드,7,"396,000,000","2,775,000,000",-,2024-12-31
20250318000465,Y,00106669,세아베스틸지주,7,"257,000,000","1,802,000,000",-,2024-12-31
20250312001130,Y,00160843,DB하이텍,7,"207,000,000","1,447,000,000",-,2024-12-31
20240807000347,Y,01430475,코람코라이프인프라리츠,4,"3,150,000","12,600,000",-,2024-05-31
20250211000671,Y,01430475,코람코라이프인프라리츠,4,"3,150,000","12,600,000",-,2024-11-30
20250318000964,Y,01323032,케이카,8,"104,000,000","832,000,000",-,2024-12-31
20250318000402,Y,00173078,명신산업,5,"78,000,000","388,000,000",-,2024-12-31
20250318001154,Y,00459871,농심홀딩스,5,"588,000,000","3,079,000,000",-,2024-12-31
20250317000667,Y,00573579,평화산업,8,"152,000,000","1,213,000,000",-,2024-12-31
20250312000670,Y,00861076,케이탑리츠,6,"181,592,500","1,089,555,000",-,2024-12-31
20250321001834,Y,00190321,케이티,10,"243,000,000","2,433,000,000",-,2024-12-31
20250321001998,Y,00776820,영원무역,7,"1,428,000,000","9,996,000,000",-,2024-12-31
20250321001007,Y,00107613,이수페타시스,5,"317,717,000","1,588,583,000",-,2024-12-31
20250320000395,Y,00113225,대한제강,5,"464,000,000","2,319,000,000",-,2024-12-31
20250424000289,Y,00118451,동일제강,7,"122,000,000","855,000,000",-,2024-12-31
20250314001008,Y,00139454,애경산업,8,"359,000,000","2,874,000,000",-,2024-12-31
20240605000255,Y,01475609,디앤디플랫폼리츠,6,"8,000,000","48,000,000",-,2024-03-31
20241202000425,Y,01475609,디앤디플랫폼리츠,8,"5,079,000","40,633,000",-,2024-09-30
20250312000962,Y,00140779,영보화학,7,"243,578,000","1,705,043,000",-,2024-12-31
20250320000234,Y,00134565,이스타코,4,"376,600,000","1,506,400,000",-,2024-12-31
20250313000876,Y,00136624,신영와코루,10,"147,000,000","1,469,000,000",-,2024-12-31
20250314001348,Y,00248974,하나제약,9,"131,000,000","1,176,000,000",-,2024-12-31
20250418000372,Y,00344287,HD현대인프라코어,5,"331,000,000","1,657,000,000",-,2024-12-31
20250311001013,Y,00148610,한화투자증권,5,"276,000,000","1,378,000,000",-,2024-12-31
20250711000373,Y,00164609,HD현대미포,5,"278,000,000","1,389,000,000",-,2024-12-31
20240613000355,Y,01442966,마스턴프리미어리츠,1,"1,800,000","1,800,000",감사,2024-03-31
20241223000285,Y,01442966,마스턴프리미어리츠,2,"1,350,000","2,700,000","대표이사,감사",2024-09-30
20250319000651,Y,00117230,TYM,8,"273,000,000","3,002,000,000",-,2024-12-31
20250320001179,Y,00442835,메타랩스,5,"45,273,333","226,366,665",-,2024-12-31
20250317000836,Y,00161116,HL D&I,8,"243,558,000","1,948,462,000",-,2024-12-31
20250318001072,Y,01026157,쏘카,5,"126,000,000","631,000,000",-,2024-12-31
20250319000773,Y,00114765,케이비아이동국실업,5,"63,000,000","315,000,000",-,2024-12-31
20250321001576,Y,01190568,에이피알,6,"615,000,000","3,692,000,000",-,2024-12-31
20250328001159,Y,00141273,웰바이오텍,6,"62,000,000","369,000,000",-,2024-12-31
20250321000898,Y,00153339,태경산업,6,"173,681,000","1,042,086,000",-,2024-12-31
20250318000832,Y,00117027,알루코,6,"119,000,000","712,000,000",-,2024-12-31
20250801000425,Y,00163716,한창,4,"34,000,000","167,000,000",-,2024-12-31
20250317000875,Y,01817081,SK이터닉스,3,"232,000,000","696,000,000",-,2024-12-31
20250317000722,Y,01765265,동국제강,6,"167,000,000","1,003,000,000",-,2024-12-31
20250313000770,Y,00120182,NH투자증권,11,"629,000,000","6,919,000,000",평균보수액 11명으로 계산,2024-12-31
20250331002970,Y,00150828,진흥기업,4,"154,000,000","617,000,000",-,2024-12-31
20250319000665,Y,00164779,SK하이닉스,10,"435,000,000","4,346,000,000",-,2024-12-31
20250702000575,Y,00171636,한솔홀딩스,7,"715,000,000","5,004,000,000",-,2024-12-31
20250318001364,Y,00181712,SK,8,"1,371,000,000","11,299,000,000",-,2024-12-31
20250318001204,Y,00632304,JW홀딩스,7,"250,000,000","1,753,000,000",-,2024-12-31
20250318000878,Y,00414850,효성 ITX,6,"114,000,000","685,000,000",-,2024-12-31
20240611000305,Y,01276594,신한알파리츠,8,"1,875,000","15,000,000",기타비상무이사 무보수,2024-03-31
20241211000290,Y,01276594,신한알파리츠,8,"1,875,000","15,000,000",기타비상무이사 무보수,2024-09-30
20250312001103,Y,00126308,삼성E&A,7,"583,000,000","4,084,000,000",-,2024-12-31
20250318001318,Y,00163114,서연,6,"355,000,000","2,129,000,000",-,2024-12-31
20250311001197,Y,00148984,시알홀딩스,6,"691,000,000","4,149,000,000",-,2024-12-31
20250321001009,Y,00652423,인바이오젠,6,"108,898,000","653,388,000",-,2024-12-31
20250318000675,Y,00127167,삼영무역,4,"100,000,000","401,000,000",-,2024-12-31
20250320001237,Y,00123143,보령,7,"388,734,000","2,721,140,000",-,2024-12-31
20250318001404,Y,00101664,경보제약,5,"206,000,000","1,030,000,000",-,2024-12-31
20250318001316,Y,00983040,한진칼,14,"411,000,000","5,751,000,000",-,2024-12-31
20240919000201,Y,01510489,프레스티지바이오파마,8,"180,858,012","1,446,864,097",-,2024-06-30
20250314001639,Y,01524093,DL이앤씨,6,"202,000,000","1,209,000,000",-,2024-12-31
20250319001044,Y,01596425,SK스퀘어,5,"518,000,000","3,116,000,000",-,2024-12-31
20250318001395,Y,00209780,케이씨,9,"526,000,000","4,532,000,000",-,2024-12-31
20250317000599,Y,00149804,대유에이텍,8,"143,411,000","1,147,291,000",-,2024-12-31
20250321001016,Y,00111689,아진전자부품,6,"178,066,000","1,068,038,000",-,2024-12-31
20250320001602,Y,00797364,KC코트렐,5,"123,000,000","494,000,000",1인당 평균보수액계산 시 무보수 제외,2024-12-31
20250320000947,Y,00129235,삼화왕관,5,"1,113,000,000","2,177,000,000",-,2024-12-31
20250318001083,Y,00112059,상상인증권,5,"58,000,000","465,000,000",-,2024-12-31
20250317000672,Y,00134510,SJG세종,7,"303,922,000","2,127,456,000",-,2024-12-31
20250321001187,Y,01204056,하이브,7,"494,000,000","3,515,000,000",-,2024-12-31
20250331003821,Y,00160588,한화,9,"582,000,000","4,802,000,000",-,2024-12-31
20250424000557,Y,00113562,롯데손해보험,5,"139,000,000","695,000,000",-,2024-12-31
20250331002554,Y,00226316,호전실업,6,"180,000,000","1,080,000,000",-,2024-12-31
20250228006453,Y,00160375,진양폴리우레탄,4,"120,416,000","481,664,000",-,2024-12-31
20250311001180,Y,00164788,현대모비스,9,"769,000,000","7,692,000,000",-,2024-12-31
20250320000581,Y,00132868,성안머티리얼스,9,"57,000,000","515,000,000",-,2024-12-31
20250318001138,Y,00119672,두올,7,"206,000,000","1,443,000,000",-,2024-12-31
20250314001718,Y,00124504,포스코인터내셔널,8,"240,000,000","2,914,000,000",-,2024-12-31
20250328001724,Y,00128032,삼일제약,7,"300,000,000","2,099,000,000",-,2024-12-31
20250318000319,Y,00145163,파미셀,5,"201,000,000","1,405,000,000",-,2024-12-31
20240920000129,Y,00441243,형지엘리트,5,"142,618,000","713,090,000",-,2024-06-30
20250312001148,Y,00164742,현대자동차,12,"1,402,000,000","16,818,000,000",-,2024-12-31
20250318001174,Y,00225706,JW생명과학,5,"97,000,000","485,000,000",-,2024-12-31
20250328001704,Y,00557508,GKL,12,"89,000,000","1,066,000,000",-,2024-12-31
20250321001840,Y,00681142,쌍방울,7,"55,302,140","387,114,983",-,2024-12-31
20250320000945,Y,00173795,신흥,7,"107,000,000","752,000,000",-,2024-12-31
20250317000808,Y,00129013,CJ씨푸드,4,"218,000,000","873,000,000",-,2024-12-31
20250715000025,Y,00135795,신도리코,8,"342,277,761","2,738,222,090",-,2024-12-31
20250321001829,Y,00161125,한온시스템,9,"47,000,000","420,000,000",-,2024-12-31
20250318000756,Y,00138792,아시아나항공,6,"114,476,000","686,856,000",-,2024-12-31
20250317000731,Y,00651901,에어부산,12,"41,000,000","490,000,000",-,2024-12-31
20250326000618,Y,00121039,명문제약,4,"324,442,000","1,297,770,000",-,2024-12-31
20250318000747,Y,00159193,한국전력공사,15,"94,521,000","1,417,823,000",-,2024-12-31
20250313001099,Y,00105271,케이씨씨,7,"579,000,000","4,052,000,000",-,2024-12-31
20250319000952,Y,01384787,시프트업,9,"287,000,000","2,590,000,000",-,2024-12-31
20250321001284,Y,00124090,한국특강,6,"186,000,000","1,117,000,000",-,2024-12-31
20250317000708,Y,00124197,세아제강지주,7,"321,000,000","2,246,000,000",-,2024-12-31
20250725000507,Y,00367844,자이에스앤디,5,"232,000,000","1,160,000,000",-,2024-12-31
20250509000499,Y,01194689,HD현대마린솔루션,7,"332,781,596","2,329,471,175",-,2024-12-31
20250320001309,Y,01205851,HD현대일렉트릭,5,"292,000,000","1,459,000,000",-,2024-12-31
20250317000697,Y,01236897,제일약품,7,"124,357,000","870,496,000",-,2024-12-31
20250314001630,Y,00111704,한화오션,9,"375,000,000","3,376,000,000",-,2024-12-31
20250318001293,Y,00260408,팜스코,6,"117,000,000","702,000,000",-,2024-12-31
20250321000702,Y,00365989,모나용평,5,"125,000,000","626,000,000","등기이사 3명
사외이사 1명
감사 1명",2024-12-31
20250311001270,Y,00139834,LG씨엔에스,7,"307,000,000","2,150,000,000",-,2024-12-31
20250317000508,Y,00362238,휴비스,6,"533,000,000","2,131,000,000",하기 주석 참고,2024-12-31
20250317000930,Y,00362441,현대오토에버,5,"665,000,000","3,324,000,000",-,2024-12-31
20250320000981,Y,00422895,세이브존I&C,4,"180,868,000","723,472,000",-,2024-12-31
20250318000897,Y,01390344,HD현대중공업,7,"387,779,000","2,714,453,000",-,2024-12-31
20250318001013,Y,00102432,계룡건설산업,8,"183,000,000","1,460,000,000",-,2024-12-31
20240913000693,Y,01480780,NH올원리츠,4,"2,100,000","8,400,000",-,2024-06-30
20250314001464,Y,01480780,NH올원리츠,4,"2,100,000","8,400,000",-,2024-12-31
20250312001090,Y,00125150,SGC에너지,7,"160,000,000","1,125,000,000",-,2024-12-31
20250319000833,Y,00154329,TP,6,"217,000,000","1,304,000,000",-,2024-12-31
20250314001653,Y,00158325,NICE평가정보,9,"214,000,000","1,923,000,000","사외이사 3인 포함
기타비상무이사 1인 포함
기중 퇴직 이사 1인 포함",2024-12-31
20250325000771,Y,00670340,씨에스윈드,7,"414,000,000","2,898,000,000",-,2024-12-31
20250318000822,Y,00372873,KTis,6,"143,000,000","857,000,000",-,2024-12-31
20250306000580,Y,00877059,삼성바이오로직스,7,"1,903,000,000","13,319,000,000",-,2024-12-31
20250317000856,Y,01319899,SK바이오사이언스,7,"293,000,000","2,051,000,000",-,2024-12-31
20250314001765,Y,00102618,계양전기,7,"94,000,000","656,000,000",사외이사 포함,2024-12-31
20250321001836,Y,00145446,이건산업,5,"146,768,000","733,840,000",-,2024-12-31
20250321001958,Y,00203290,콜마홀딩스,9,"493,001,267","4,437,011,400",-,2024-12-31
20250318000167,Y,00753643,주성코퍼레이션,12,"13,905,000","166,860,000",-,2024-12-31
20250317000918,Y,00105855,엘에스일렉트릭,9,"1,163,000,000","10,471,000,000",-,2024-12-31
20250310000706,Y,00111421,휴니드테크놀러지스,5,"273,218,000","1,302,637,000",-,2024-12-31
20250325001056,Y,00113207,대한전선,6,"158,000,000","950,000,000",-,2024-12-31
20250321001537,Y,00453488,다이나믹디자인,8,"59,000,000","471,000,000",-,2024-12-31
20250319000576,Y,00112378,KR모터스,4,"8,000,000","36,000,000",-,2024-12-31
20250407004328,Y,00469799,이엔플러스,7,"77,678,000","543,749,000",12개월,2024-12-31
20250319000945,Y,00172185,남성,5,"92,837,000","464,186,000",-,2024-12-31
20250317000932,Y,00120571,롯데칠성음료,9,"581,000,000","5,226,000,000",-,2024-12-31
20250311001085,Y,00126380,삼성전자,9,"2,706,000,000","29,770,000,000",-,2024-12-31
20250317000990,Y,00126566,한화에어로스페이스,7,"736,000,000","5,150,000,000",-,2024-12-31
20250317000096,Y,00128980,삼호개발,5,"131,572,000","657,861,000",-,2024-12-31
20250725000806,Y,00165413,롯데케미칼,11,"861,000,000","10,188,000,000",-,2024-12-31
20250317000701,Y,00231363,LG유플러스,7,"445,000,000","3,115,000,000",-,2024-12-31
20250317000635,Y,00274933,신세계푸드,6,"450,000,000","2,702,000,000",-,2024-12-31
20250321001474,Y,00303873,CJ CGV,7,"240,000,000","1,678,000,000",-,2024-12-31
20250313001171,Y,00161383,한미반도체,4,"1,012,000,000","4,048,000,000",-,2024-12-31
20250317000567,Y,00372129,전진건설로봇,5,"153,000,000","616,000,000",-,2024-12-31
20250320001381,Y,00117498,스틱인베스트먼트,7,"804,000,000","5,628,000,000",-,2024-12-31
20250321001221,Y,00104388,국도화학,9,"190,000,000","1,888,000,000",-,2024-12-31
20250320000779,Y,00198697,일진디스플,5,"89,000,000","443,000,000",-,2024-12-31
20250320001537,Y,00111999,대원제약,6,"233,000,000","1,400,000,000",-,2024-12-31
20250311000815,Y,01770203,조선내화,7,"242,000,000","1,993,000,000",-,2024-12-31
20250318001169,Y,00481454,금호타이어,9,"81,000,000","727,000,000",-,2024-12-31
20250402002504,Y,01311408,에코프로머티,7,"129,000,000","902,000,000",-,2024-12-31
20250317000953,Y,00113410,CJ대한통운,6,"642,000,000","3,850,000,000",-,2024-12-31
20250319001113,Y,00131850,SK증권,11,"189,000,000","2,081,000,000",-,2024-12-31
20250318000982,Y,00124540,대우건설,8,"192,000,000","1,534,000,000",-,2024-12-31
20250317000550,Y,00412597,현대홈쇼핑,6,"635,000,000","3,808,000,000",-,2024-12-31
20250320001573,Y,00791209,메타케어,3,"115,119,000","345,359,000",-,2024-12-31
20250318000654,Y,00153621,참엔지니어링,4,"43,044,000","172,178,000",-,2024-12-31
20250321002001,Y,00503668,LIG넥스원,7,"268,000,000","1,876,000,000",-,2024-12-31
20250312000970,Y,01316245,효성중공업,8,"173,000,000","1,384,000,000",-,2024-12-31
20250312000405,Y,01515323,LG에너지솔루션,8,"1,255,000,000","10,042,000,000","보수총액 중 3,996백만원은 2024년 퇴임한 권영수 고문의 임원퇴직금지급규정(상법 제388조에 의거 주주총회 승인)에 의한 퇴직금이며 952백만원은 24년 신규선임/퇴임 이사의 직무 수행 기간 외에 지급된 급여로, 두 금액 모두 이사보수한도 적용 대상이 아님.",2024-12-31
20250401003907,Y,00111810,대웅,6,"199,000,000","1,192,000,000",-,2024-12-31
20250321000310,Y,00159209,한전기술,11,"95,310,000","1,057,946,000","월평균 급여지급인원 : 11.1명
('23년 퇴직임원 3명 및 
'24년 퇴직임원 1명 포함)",2024-12-31
20250321001993,Y,00104519,국보,10,"14,000,000","146,000,000",-,2024-12-31
20250317000760,Y,00155124,평화홀딩스,7,"182,000,000","1,279,000,000",-,2024-12-31
20250318001223,Y,00244455,케이티앤지,7,"863,000,000","6,040,000,000",-,2024-12-31
20250324000901,Y,00258801,카카오,8,"501,000,000","3,840,000,000",퇴직금 718백만원 포함,2024-12-31
20250328002285,Y,00261443,엔씨소프트,7,"860,000,000","6,023,000,000",-,2024-12-31
20250318001057,Y,00349097,케이티스카이라이프,9,"92,068,000","828,613,000","사내이사 1인
사외이사 5인
기타비상무이사 3인",2024-12-31
20250318000981,Y,00357360,한세엠케이,7,"130,000,000","912,000,000",-,2024-12-31
20250318001004,Y,00390055,종근당바이오,7,"105,274,000","736,916,000","- 퇴임 : 이정진 대표이사, 정진효 사내이사(2024.03.28 부)
- 신규 선임 : 박완갑 대표이사, 김세진 사내이사, 이주원 기타비상무이사
                (2024.03.28 부)
- 퇴직한 임원퇴직급여 누적 총지급액 포함",2024-12-31
20250401003870,Y,00427483,대웅제약,7,"223,000,000","1,566,000,000",-,2024-12-31
20250318000975,Y,00131780,SK네트웍스,7,"433,000,000","3,030,000,000",-,2024-12-31
20250312000990,Y,01854763,HS효성,7,"721,000,000","5,045,000,000",-,2024-12-31
20250312001016,Y,00155319,POSCO홀딩스,10,"588,000,000","6,247,000,000",-,2024-12-31
20250327000664,Y,00157681,롯데정밀화학,7,"598,000,000","4,187,000,000",퇴직이사 보수 포함,2024-12-31
20250313000018,Y,00234412,신세계인터내셔날,6,"636,000,000","3,813,000,000",-,2024-12-31
20250312000762,Y,00939687,동일고무벨트,5,"95,159,000","475,793,000",-,2024-12-31
20250312000711,Y,00108241,농심,7,"452,912,000","3,170,382,000",-,2024-12-31
20250324000180,Y,00453284,교촌에프앤비,7,"350,000,000","2,447,000,000",-,2024-12-31
20250321001272,Y,00540641,동양고속,10,"202,067,000","2,020,674,000",-,2024-12-31
20250320001609,Y,00684802,에이플러스에셋,7,"174,000,000","1,390,000,000",-,2024-12-31
20250318000688,Y,00872984,이마트,7,"424,000,000","2,968,000,000",-,2024-12-31
20250331003380,Y,00113191,코리안리,9,"489,896,000","3,429,269,000",-,2024-12-31
20250318000985,Y,00126487,F&F 홀딩스,7,"109,550,000","438,198,000",-,2024-12-31
20250317000967,Y,00219486,신세계I&C,7,"544,000,000","3,261,000,000",퇴직급여 포함,2024-12-31
20250318001144,Y,01568413,F&F,7,"483,904,000","3,387,331,000",-,2024-12-31
20250314000367,Y,00105101,INVENI,8,"428,000,000","3,427,000,000",-,2024-12-31
20250317000943,Y,01765256,동국씨엠,5,"225,000,000","1,125,000,000",-,2024-12-31
20250319000653,Y,01519790,엠앤씨솔루션,8,"174,000,000","1,390,000,000",사임 사내이사 포함,2024-12-31
20250318000798,Y,00132725,SB성보,6,"332,548,000","1,995,291,000",-,2024-12-31
20250807000215,Y,00137207,유니켐,8,"71,000,000","568,000,000",-,2024-12-31
20250321001205,Y,00132211,SUN&L,5,"201,000,000","1,005,000,000",-,2024-12-31
20250321001415,Y,00122056,미창석유공업,5,"212,559,092","1,062,795,462",-,2024-12-31
20250321001573,Y,00152385,에이프로젠,5,"109,200,000","546,000,000",-,2024-12-31
20250318000388,Y,00361008,한화엔진,14,"122,000,000","1,715,000,000",-,2024-12-31
20250317000595,Y,00156859,다올투자증권,9,"503,000,000","4,696,000,000","퇴직임원 퇴직금 제외시
 - 보수총액 3,277백만원
 - 1인당 평균보수액 361백만원",2024-12-31
20250320001095,Y,00103130,플레이그램,7,"89,000,000","621,000,000",　-,2024-12-31
20250314001672,Y,00119007,무림P&P,5,"69,000,000","343,000,000",-,2024-12-31
20250314001620,Y,00133706,한국제지,5,"223,000,000","1,115,000,000",-,2024-12-31
20250320001403,Y,00134723,페이퍼코리아,5,"95,110,000","380,440,000",주),2024-12-31
20250317000368,Y,00136086,무림페이퍼,5,"88,000,000","440,000,000",-,2024-12-31
20250320001570,Y,01784394,STX그린로지스,5,"62,000,000","371,000,000",-,2024-12-31
20250321001553,Y,00108038,엔피씨,5,"111,357,000","556,786,000",-,2024-12-31
20250320001093,Y,00113535,대한해운,5,"247,000,000","1,327,000,000",-,2024-12-31
20250321001806,Y,00117212,두산,8,"1,842,000,000","14,736,000,000",-,2024-12-31
20250320001075,Y,00117337,동양,6,"177,000,000","1,061,000,000",-,2024-12-31
20250710000455,Y,00127857,삼익악기,5,"157,000,000","785,000,000",-,2024-12-31
20250312000333,Y,00102751,고려산업,7,"362,330,000","2,536,307,000",-,2024-12-31
20250312001136,Y,00164478,현대건설,7,"368,000,000","2,576,000,000",-,2024-12-31
20250321001769,Y,00109754,대림바스,5,"212,000,000","1,059,000,000",-,2024-12-31
20250318000979,Y,00141529,오뚜기,7,"395,000,000","2,768,000,000",-,2024-12-31
20250320000926,Y,00168331,온타이드,4,"181,000,000","724,000,000",-,2024-12-31
20250318000693,Y,00878915,iM금융지주,8,"347,000,000","2,773,000,000","주주총회에서 승인 받은 임원퇴직위로금규정에 의하여 지급된 퇴직위로금 574백만원 제외 시 보수총액 2,199백만원임 ",2024-12-31
20250310000646,Y,00256955,테이팩스,6,"126,000,000","756,000,000",-,2024-12-31
20250313001200,Y,00128412,삼진제약,10,"4,712,818,000","47,128,184,000","보수총액 중 44,235,488천원은 임원퇴직금지급규정에 의해 최승주, 조의환(前)이사에게 지급된 퇴직금 등이며, 동 규정은 상법 제388조에 의거하여 주주총회의 승인을 받았으므로 이사보수한도의 적용을 받지 않음",2024-12-31
20250313000532,Y,00144395,동서,5,"275,105,000","1,375,525,000",-,2024-12-31
20250313001387,Y,00155531,풍산홀딩스,7,"744,806,000","5,213,644,000",-,2024-12-31
20250407001731,Y,00164973,현대해상,7,"792,000,000","5,542,000,000",-,2024-12-31
20250313000580,Y,00540605,이월드,6,"79,627,000","477,759,000",-,2024-12-31
20250313001422,Y,00583442,노루페인트,8,"408,803,000","3,270,420,000",-,2024-12-31
20250311001121,Y,01882845,GS피앤엘,5,"9,000,000","45,000,000",-,2024-12-31
20250327000923,Y,00193328,수산인더스트리,5,"153,577,000","767,886,000",-,2024-12-31
20250526000370,Y,00688996,KB금융,9,"280,000,000","2,526,000,000",-,2024-12-31
20250313000748,Y,00151128,모토닉,6,"101,444,000","608,663,000",-,2024-12-31
20250318001312,Y,00155355,풀무원,11,"220,000,000","2,415,000,000",-,2024-12-31
20250317000892,Y,00164672,한일현대시멘트,5,"724,488,000","3,622,438,000",-,2024-12-31
20250304000650,Y,00347734,진양화학,4,"71,000,000","283,000,000",-,2024-12-31
20250305000675,Y,00150439,진양산업,5,"103,000,000","513,000,000",-,2024-12-31
20250324000440,Y,00112998,서울보증보험,13,"122,000,000","1,592,000,000",-,2024-12-31
20250321001405,Y,00661847,화인베스틸,7,"191,986,000","1,228,710,000",-,2024-12-31
20250321001686,Y,00904672,넷마블,9,"291,000,000","2,620,000,000",-,2024-12-31
20250321001817,Y,01105153,두산로보틱스,8,"236,000,000","1,887,000,000",-,2024-12-31
20250321001008,Y,00156150,엑시큐어하이트론,12,"21,000,000","251,000,000",-,2024-12-31
20250321000457,Y,00526599,덴티움,8,"147,000,000","1,172,000,000",-,2024-12-31
20250317000951,Y,01319808,한일시멘트,8,"168,779,000","1,130,168,000",-,2024-12-31
20250318001263,Y,00125080,AK홀딩스,8,"398,000,000","3,198,000,000",-,2024-12-31
20250328001653,Y,00486705,아주스틸,6,"110,000,000","660,000,000",-,2024-12-31
20250318001326,Y,00122472,PKC,5,"119,000,000","597,000,000",-,2024-12-31
20250319000323,Y,00172228,엔케이,5,"244,558,010","1,222,790,049",-,2024-12-31
20250320000612,Y,00173698,신일전자,6,"293,000,000","1,755,000,000",-,2024-12-31
20250328001677,Y,00103510,인지컨트롤스,4,"370,584,000","1,482,334,000",-,2024-12-31
20250318001457,Y,00114792,동국홀딩스,5,"1,891,000,000","9,454,000,000",-,2024-12-31
20250317000801,Y,00406046,HD현대마린엔진,5,"251,000,000","1,452,000,000",퇴임이사 퇴직금 포함,2024-12-31
20250311001129,Y,00126186,삼성에스디에스,7,"937,000,000","6,559,000,000",-,2024-12-31
20250311001275,Y,00126362,삼성SDI,7,"571,000,000","4,163,000,000",-,2024-12-31
20250320001346,Y,00107987,남해화학,12,"91,648,000","1,099,785,000",-,2024-12-31
20250320001188,Y,00109806,삼일씨엔에스,7,"181,000,000","1,270,000,000",퇴임사내이사포함,2024-12-31
20240411002764,Y,01688896,삼성FN리츠,2,"2,250,000","4,500,000",-,2024-01-31
20240704000486,Y,01688896,삼성FN리츠,2,"2,250,000","4,500,000",-,2024-04-30
20241022000330,Y,01688896,삼성FN리츠,2,"2,250,000","4,500,000",-,2024-07-31
20250108000357,Y,01688896,삼성FN리츠,2,"2,250,000","4,500,000",-,2024-10-31
20250306000367,Y,00145862,인천도시가스,8,"155,000,000","1,242,000,000",-,2024-12-31
20250312000485,Y,00683469,일진전기,5,"222,000,000","1,112,000,000",-,2024-12-31
20250320001326,Y,00159740,KISCO홀딩스,7,"165,000,000","1,154,000,000",-,2024-12-31
20250331003228,Y,00112332,미래에셋생명,7,"242,000,000","1,691,000,000",24년 지급된 보수합계액 산출,2024-12-31
20250318001235,Y,00149354,종근당홀딩스,4,"162,000,000","770,000,000",-,2024-12-31
20250318001402,Y,00152862,코오롱,9,"267,785,000","2,410,064,000",-,2024-12-31
20250319000934,Y,00153861,태영건설,5,"214,000,000","1,068,000,000",-,2024-12-31
20250319000814,Y,00129509,한익스프레스,5,"807,256,826","4,036,284,130","이석환,유인철,강한구,이완식,이용우",2024-12-31
20250318001175,Y,00125530,SPC삼립,9,"189,003,000","1,701,028,000",-,2024-12-31
20250312000625,Y,00121534,MH에탄올,5,"276,088,000","1,380,441,000",-,2024-12-31
20250312000920,Y,00126292,삼성카드,6,"1,173,000,000","8,110,000,000","김상규 이사 사임('24.03.20)
김태선 이사 선임('24.03.20)
강태수 이사 임기만료('24.03.20)
문창용 이사 선임('24.03.20)

최정훈 이사 사임('24.12.05)",2024-12-31
20250312000986,Y,00133858,세방전지,8,"533,159,000","4,265,272,000",-,2024-12-31
20250312000522,Y,00137252,사조동아원,8,"106,106,763","848,854,100",-,2024-12-31
20250312000991,Y,00140177,GS리테일,7,"792,000,000","5,545,000,000",주1),2024-12-31
20250325000522,Y,00150633,지누스,6,"92,000,000","533,000,000",-,2024-12-31
